Pking_Entrez_geneID	Pking_gene_name	Pking_gene_symbol	type_of_gene
111860699	insulin induced gene 2	insig2	protein-coding
111852664	INSM transcriptional repressor 2	insm2	protein-coding
111836905	integrator complex subunit 1	ints1	protein-coding
111833511	integrator complex subunit 10	ints10	protein-coding
111855792	integrator complex subunit 11	ints11	protein-coding
111837238	integrator complex subunit 12	ints12	protein-coding
111845673	integrator complex subunit 13	ints13	protein-coding
111847346	integrator complex subunit 14	ints14	protein-coding
111854784	integrator complex subunit 2	ints2	protein-coding
111838474	integrator complex subunit 3	ints3	protein-coding
111833851	integrator complex subunit 4	ints4	protein-coding
111852984	integrator complex subunit 5	ints5	protein-coding
111858017	integrator complex subunit 7	ints7	protein-coding
111834090	integrator complex subunit 8	ints8	protein-coding
111841161	integrator complex subunit 9	ints9	protein-coding
111850989	inturned planar cell polarity protein	intu	protein-coding
111845557	inversin	invs	protein-coding
111843607	inositol hexakisphosphate kinase 1	ip6k1	protein-coding
111837550	inositol hexakisphosphate kinase 2	ip6k2	protein-coding
111853742	inositol polyphosphate multikinase	ipmk	protein-coding
111839285	importin 11	ipo11	protein-coding
111840763	importin 4	ipo4	protein-coding
111834146	importin 5	ipo5	protein-coding
111850542	importin 7	ipo7	protein-coding
111860958	importin 8	ipo8	protein-coding
111839841	importin 9	ipo9	protein-coding
111847506	intracisternal A particle-promoted polypeptide	ipp	protein-coding
111837462	inositol-pentakisphosphate 2-kinase	ippk	protein-coding
111854621	IQ motif containing with AAA domain 1	iqca1	protein-coding
111860701	IQ motif containing B1	iqcb1	protein-coding
111833041	IQ motif containing C	iqcc	protein-coding
111843078	IQ motif containing D	iqcd	protein-coding
111845461	IQ motif containing E	iqce	protein-coding
111849507	IQ motif containing G	iqcg	protein-coding
111843260	IQ motif containing K	iqck	protein-coding
111844997	IQ motif containing GTPase activating protein 1	iqgap1	protein-coding
111838398	IQ motif containing GTPase activating protein 3	iqgap3	protein-coding
111857041	IQ motif and Sec7 domain 1	iqsec1	protein-coding
111851228	IQ motif and ubiquitin domain containing	iqub	protein-coding
111856149	interleukin 1 receptor associated kinase 1	irak1	protein-coding
111841281	interleukin 1 receptor associated kinase 1 binding protein 1	irak1bp1	protein-coding
111833297	interleukin 1 receptor associated kinase 4	irak4	protein-coding
111849686	iron responsive element binding protein 2	ireb2	protein-coding
111856382	interferon regulatory factor 2 binding protein 2	irf2bp2	protein-coding
111858482	interferon regulatory factor 2 binding protein like	irf2bpl	protein-coding
111851276	interferon regulatory factor 3	irf3	protein-coding
111850074	interferon regulatory factor 4	irf4	protein-coding
111833265	interferon regulatory factor 5	irf5	protein-coding
111858927	interferon regulatory factor 6	irf6	protein-coding
111859397	interferon regulatory factor 7	irf7	protein-coding
111843155	interferon regulatory factor 8	irf8	protein-coding
111836028	insulin receptor substrate 1	irs1	protein-coding
111852476	iroquois homeobox 1	irx1	protein-coding
111842951	iroquois homeobox 2	irx2	protein-coding
111861199	iroquois homeobox 3	irx3	protein-coding
111861187	iroquois homeobox 5	irx5	protein-coding
111832681	iroquois homeobox 6	irx6	protein-coding
111839258	iron-sulfur cluster assembly 1	isca1	protein-coding
111852395	iron-sulfur cluster assembly 2	isca2	protein-coding
111842033	iron-sulfur cluster assembly enzyme	iscu	protein-coding
111838440	interferon stimulated exonuclease gene 20 like 2	isg20l2	protein-coding
111850008	ISL LIM homeobox 1	isl1	protein-coding
111843512	ISL LIM homeobox 2	isl2	protein-coding
111835696	isthmin 1	ism1	protein-coding
111841215	isochorismatase domain containing 1	isoc1	protein-coding
111845773	isochorismatase domain containing 2	isoc2	protein-coding
111839071	isoprenoid synthase domain containing	ispd	protein-coding
111832942	IST1, ESCRT-III associated factor	ist1	protein-coding
111837467	ISY1 splicing factor homolog	isy1	protein-coding
111860219	inositol-3-phosphate synthase 1	isyna1	protein-coding
111842301	itchy E3 ubiquitin protein ligase	itch	protein-coding
111847101	integrin alpha FG-GAP repeat containing 1	itfg1	protein-coding
111847027	integrin alpha FG-GAP repeat containing 2	itfg2	protein-coding
111849844	integrin subunit alpha 1	itga1	protein-coding
111840880	integrin subunit alpha 10	itga10	protein-coding
111849840	integrin subunit alpha 2	itga2	protein-coding
111848633	integrin subunit alpha 3	itga3	protein-coding
111838577	integrin subunit alpha 4	itga4	protein-coding
111851704	integrin subunit alpha 5	itga5	protein-coding
111840820	integrin subunit alpha 6	itga6	protein-coding
111835270	integrin subunit alpha 7	itga7	protein-coding
111860654	integrin subunit alpha 8	itga8	protein-coding
111851134	integrin subunit alpha 9	itga9	protein-coding
111859714	integrin subunit alpha E	itgae	protein-coding
111838588	integrin subunit alpha V	itgav	protein-coding
111858545	integrin subunit beta 1	itgb1	protein-coding
111857904	integrin subunit beta 1 binding protein 1	itgb1bp1	protein-coding
111856113	integrin subunit beta 3	itgb3	protein-coding
111856701	integrin subunit beta 4	itgb4	protein-coding
111851732	integrin subunit beta 5	itgb5	protein-coding
111834928	integrin subunit beta 6	itgb6	protein-coding
111858768	integrin subunit beta 7	itgb7	protein-coding
111846944	integrin subunit beta 8	itgb8	protein-coding
111845472	integrin subunit beta like 1	itgbl1	protein-coding
111838717	inter-alpha-trypsin inhibitor heavy chain 2	itih2	protein-coding
111841398	inter-alpha-trypsin inhibitor heavy chain 3	itih3	protein-coding
111835901	inter-alpha-trypsin inhibitor heavy chain family member 4	itih4	protein-coding
111848924	IL2 inducible T cell kinase	itk	protein-coding
111846333	integral membrane protein 2A	itm2a	protein-coding
111854120	integral membrane protein 2B	itm2b	protein-coding
111847639	inosine triphosphatase	itpa	protein-coding
111838846	inositol-tetrakisphosphate 1-kinase	itpk1	protein-coding
111852372	inositol-trisphosphate 3-kinase A	itpka	protein-coding
111840603	inositol 1,4,5-trisphosphate receptor type 1	itpr1	protein-coding
111845672	inositol 1,4,5-trisphosphate receptor type 2	itpr2	protein-coding
111844730	inositol 1,4,5-trisphosphate receptor type 3	itpr3	protein-coding
111858711	inositol 1,4,5-trisphosphate receptor interacting protein	itprip	protein-coding
111850856	ITPRIP like 2	itpripl2	protein-coding
111855371	intersectin 2	itsn2	protein-coding
111852377	isovaleryl-CoA dehydrogenase	ivd	protein-coding
111841144	iodotyrosine deiodinase	iyd	protein-coding
111844217	jade family PHD finger 1	jade1	protein-coding
111860824	jade family PHD finger 2	jade2	protein-coding
111838212	jade family PHD finger 3	jade3	protein-coding
111835716	jagged 1	jag1	protein-coding
111850237	jagunal homolog 1	jagn1	protein-coding
111834843	Janus kinase 1	jak1	protein-coding
111854178	Janus kinase 2	jak2	protein-coding
111860336	Janus kinase 3	jak3	protein-coding
111836208	janus kinase and microtubule interacting protein 1	jakmip1	protein-coding
111848385	Janus kinase and microtubule interacting protein 3	jakmip3	protein-coding
111855918	junctional adhesion molecule 2	jam2	protein-coding
111844793	junctional adhesion molecule 3	jam3	protein-coding
111850099	junctional cadherin 5 associated	jcad	protein-coding
111852516	Jun dimerization protein 2	jdp2	protein-coding
111855692	junctional cadherin complex regulator	jhy	protein-coding
111851019	JNK1/MAPK8 associated membrane protein	jkamp	protein-coding
111853744	jumonji domain containing 1C	jmjd1c	protein-coding
111845960	jumonji domain containing 4	jmjd4	protein-coding
111848336	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	jmjd6	protein-coding
111837019	jumonji domain containing 7	jmjd7	protein-coding
111836941	jumonji domain containing 8	jmjd8	protein-coding
111849874	junction mediating and regulatory protein, p53 cofactor	jmy	protein-coding
111846433	Josephin domain containing 1	josd1	protein-coding
111853369	Josephin domain containing 2	josd2	protein-coding
111834902	junctophilin 1	jph1	protein-coding
111855778	junctophilin 2	jph2	protein-coding
111859176	junctophilin 3	jph3	protein-coding
111847743	Jupiter microtubule associated homolog 2	jpt2	protein-coding
111841592	Jrk helix-turn-helix protein	jrk	protein-coding
111838410	jumping translocation breakpoint	jtb	protein-coding
111860238	JunD proto-oncogene, AP-1 transcription factor subunit	jund	protein-coding
111854475	kalirin RhoGEF kinase	kalrn	protein-coding
111847068	KN motif and ankyrin repeat domains 1	kank1	protein-coding
111849164	KN motif and ankyrin repeat domains 2	kank2	protein-coding
111860242	KN motif and ankyrin repeat domains 3	kank3	protein-coding
111834934	KN motif and ankyrin repeat domains 4	kank4	protein-coding
111856783	KAT8 regulatory NSL complex subunit 1	kansl1	protein-coding
111857193	KAT8 regulatory NSL complex subunit 1 like	kansl1l	protein-coding
111837108	KAT8 regulatory NSL complex subunit 2	kansl2	protein-coding
111857328	KAT8 regulatory NSL complex subunit 3	kansl3	protein-coding
111833021	lysyl-tRNA synthetase	kars	protein-coding
111853783	lysine acetyltransferase 14	kat14	protein-coding
111842549	lysine acetyltransferase 2A	kat2a	protein-coding
111842736	lysine acetyltransferase 2B	kat2b	protein-coding
111859842	lysine acetyltransferase 5	kat5	protein-coding
111844132	lysine acetyltransferase 6A	kat6a	protein-coding
111836613	lysine acetyltransferase 6B	kat6b	protein-coding
111848638	lysine acetyltransferase 7	kat7	protein-coding
111838786	lysine acetyltransferase 8	kat8	protein-coding
111842999	katanin catalytic subunit A1	katna1	protein-coding
111852149	katanin catalytic subunit A1 like 1	katnal1	protein-coding
111842217	katanin catalytic subunit A1 like 2	katnal2	protein-coding
111851880	katanin regulatory subunit B1	katnb1	protein-coding
111838824	katanin regulatory subunit B1 like 1	katnbl1	protein-coding
111841848	kelch repeat and BTB domain containing 11	kbtbd11	protein-coding
111856178	kelch repeat and BTB domain containing 12	kbtbd12	protein-coding
111845108	kelch repeat and BTB domain containing 13	kbtbd13	protein-coding
111833812	kelch repeat and BTB domain containing 3	kbtbd3	protein-coding
111858231	kelch repeat and BTB domain containing 4	kbtbd4	protein-coding
111834554	kelch repeat and BTB domain containing 8	kbtbd8	protein-coding
111851488	potassium channel modulatory factor 1	kcmf1	protein-coding
111833837	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	kcnab1	protein-coding
111836414	potassium voltage-gated channel subfamily A regulatory beta subunit 3	kcnab3	protein-coding
111840527	potassium voltage-gated channel subfamily B member 1	kcnb1	protein-coding
111856658	potassium voltage-gated channel subfamily C member 2	kcnc2	protein-coding
111835550	potassium voltage-gated channel subfamily C member 4	kcnc4	protein-coding
111851621	potassium voltage-gated channel subfamily D member 1	kcnd1	protein-coding
111844345	potassium voltage-gated channel subfamily D member 2	kcnd2	protein-coding
111860984	potassium voltage-gated channel subfamily E regulatory subunit 4	kcne4	protein-coding
111855571	potassium voltage-gated channel modifier subfamily F member 1	kcnf1	protein-coding
111855673	potassium voltage-gated channel modifier subfamily G member 1	kcng1	protein-coding
111843866	potassium voltage-gated channel modifier subfamily G member 2	kcng2	protein-coding
111851815	potassium voltage-gated channel modifier subfamily G member 4	kcng4	protein-coding
111851031	potassium voltage-gated channel subfamily H member 5	kcnh5	protein-coding
111849550	potassium voltage-gated channel subfamily H member 7	kcnh7	protein-coding
111842754	potassium voltage-gated channel subfamily H member 8	kcnh8	protein-coding
111848495	potassium voltage-gated channel interacting protein 2	kcnip2	protein-coding
111833161	potassium voltage-gated channel subfamily J member 10	kcnj10	protein-coding
111859420	potassium voltage-gated channel subfamily J member 11	kcnj11	protein-coding
111860657	potassium voltage-gated channel subfamily J member 13	kcnj13	protein-coding
111858427	potassium voltage-gated channel subfamily J member 15	kcnj15	protein-coding
111848430	potassium voltage-gated channel subfamily J member 16	kcnj16	protein-coding
111848428	potassium voltage-gated channel subfamily J member 2	kcnj2	protein-coding
111848862	potassium voltage-gated channel subfamily J member 5	kcnj5	protein-coding
111858435	potassium voltage-gated channel subfamily J member 6	kcnj6	protein-coding
111833230	potassium voltage-gated channel subfamily J member 8	kcnj8	protein-coding
111853437	potassium two pore domain channel subfamily K member 1	kcnk1	protein-coding
111841751	potassium two pore domain channel subfamily K member 10	kcnk10	protein-coding
111839959	potassium two pore domain channel subfamily K member 12	kcnk12	protein-coding
111852628	potassium two pore domain channel subfamily K member 13	kcnk13	protein-coding
111839684	potassium two pore domain channel subfamily K member 18	kcnk18	protein-coding
111858032	potassium two pore domain channel subfamily K member 3	kcnk3	protein-coding
111843727	potassium two pore domain channel subfamily K member 4	kcnk4	protein-coding
111834413	potassium two pore domain channel subfamily K member 5	kcnk5	protein-coding
111844108	potassium two pore domain channel subfamily K member 6	kcnk6	protein-coding
111843907	potassium two pore domain channel subfamily K member 9	kcnk9	protein-coding
111860538	potassium calcium-activated channel subfamily M regulatory beta subunit 2	kcnmb2	protein-coding
111851175	potassium calcium-activated channel subfamily M regulatory beta subunit 4	kcnmb4	protein-coding
111860363	potassium calcium-activated channel subfamily N member 1	kcnn1	protein-coding
111855616	potassium calcium-activated channel subfamily N member 4	kcnn4	protein-coding
111845996	potassium voltage-gated channel subfamily Q member 3	kcnq3	protein-coding
111854305	potassium voltage-gated channel subfamily Q member 4	kcnq4	protein-coding
111850771	potassium voltage-gated channel subfamily Q member 5	kcnq5	protein-coding
111844065	potassium voltage-gated channel modifier subfamily S member 2	kcns2	protein-coding
111835810	potassium voltage-gated channel modifier subfamily V member 1	kcnv1	protein-coding
111842072	potassium voltage-gated channel modifier subfamily V member 2	kcnv2	protein-coding
111836002	kielin cysteine rich BMP regulator	kcp	protein-coding
111851647	potassium channel tetramerization domain containing 1	kctd1	protein-coding
111854875	potassium channel tetramerization domain containing 10	kctd10	protein-coding
111833751	potassium channel tetramerization domain containing 13	kctd13	protein-coding
111833852	potassium channel tetramerization domain containing 14	kctd14	protein-coding
111855363	potassium channel tetramerization domain containing 3	kctd3	protein-coding
111833433	potassium channel tetramerization domain containing 5	kctd5	protein-coding
111837494	potassium channel tetramerization domain containing 6	kctd6	protein-coding
111857615	potassium channel tetramerization domain containing 8	kctd8	protein-coding
111857494	potassium channel tetramerization domain containing 9	kctd9	protein-coding
111858397	KDEL motif containing 1	kdelc1	protein-coding
111857257	KDEL motif containing 2	kdelc2	protein-coding
111853879	KDEL endoplasmic reticulum protein retention receptor 2	kdelr2	protein-coding
111854724	lysine demethylase 1A	kdm1a	protein-coding
111834089	lysine demethylase 1B	kdm1b	protein-coding
111839265	lysine demethylase 2B	kdm2b	protein-coding
111855168	lysine demethylase 3B	kdm3b	protein-coding
111846045	lysine demethylase 4A	kdm4a	protein-coding
111833285	lysine demethylase 5A	kdm5a	protein-coding
111839833	lysine demethylase 5B	kdm5b	protein-coding
111838184	lysine demethylase 6A	kdm6a	protein-coding
111832775	lysine demethylase 6B	kdm6b	protein-coding
111851237	lysine demethylase 7A	kdm7a	protein-coding
111846408	lysine demethylase 8	kdm8	protein-coding
111850117	kinase insert domain receptor	kdr	protein-coding
111845922	3-ketodihydrosphingosine reductase	kdsr	protein-coding
111833557	kelch like ECH associated protein 1	keap1	protein-coding
111853327	KH domain containing 4, pre-mRNA splicing factor	khdc4	protein-coding
111833038	KH RNA binding domain containing, signal transduction associated 1	khdrbs1	protein-coding
111843841	KH RNA binding domain containing, signal transduction associated 3	khdrbs3	protein-coding
111857675	ketohexokinase	khk	protein-coding
111843237	KH-type splicing regulatory protein	khsrp	protein-coding
111836958	KIAA0040 ortholog	kiaa0040	protein-coding
111847161	KIAA0100 ortholog	kiaa0100	protein-coding
111859883	DAP3 binding cell death enhancer 1	dele1	protein-coding
111856438	KIAA0232 ortholog	kiaa0232	protein-coding
111854233	KIAA0319 like	kiaa0319l	protein-coding
111853102	Ecm29 proteasome adaptor and scaffold	ecpas	protein-coding
111852639	KIAA0391 ortholog	kiaa0391	protein-coding
111844568	KIAA0408 ortholog	kiaa0408	protein-coding
111851821	KIAA0513 ortholog	kiaa0513	protein-coding
111847724	KIAA0556 ortholog	kiaa0556	protein-coding
111858481	KIAA0586 ortholog	kiaa0586	protein-coding
111847198	KIAA0753 ortholog	kiaa0753	protein-coding
111847282	KIAA0825 ortholog	kiaa0825	protein-coding
111842782	KIAA0895 ortholog	kiaa0895	protein-coding
111844980	membrane integral NOTCH2 associated receptor 1	minar1	protein-coding
111841205	membrane integral NOTCH2 associated receptor 2	minar2	protein-coding
111846490	KIAA1107 ortholog	kiaa1107	protein-coding
111857843	KIAA1143 ortholog	kiaa1143	protein-coding
111851236	KIAA1147 ortholog	kiaa1147	protein-coding
111834743	KIAA1211 ortholog	kiaa1211	protein-coding
111842050	KIAA1211 like	kiaa1211l	protein-coding
111837571	KIAA1257 ortholog	kiaa1257	protein-coding
111835992	KIAA1324 ortholog	kiaa1324	protein-coding
111846172	KIAA1324 like	kiaa1324l	protein-coding
111843787	KIAA1328 ortholog	kiaa1328	protein-coding
111837169	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	relch	protein-coding
111854218	KIAA1522 ortholog	kiaa1522	protein-coding
111847644	KIAA1549 like	kiaa1549l	protein-coding
111844661	KIAA1614 ortholog	kiaa1614	protein-coding
111858686	KIAA1671 ortholog	kiaa1671	protein-coding
111842300	KIAA1755 ortholog	kiaa1755	protein-coding
111858312	KIAA1841 ortholog	kiaa1841	protein-coding
111842253	KIAA1958 ortholog	kiaa1958	protein-coding
111840803	KIAA2012 ortholog	kiaa2012	protein-coding
111859091	KIAA2013 ortholog	kiaa2013	protein-coding
111854181	KIAA2026 ortholog	kiaa2026	protein-coding
111853718	kinesin family member 11	kif11	protein-coding
111832806	kinesin family member 13A	kif13a	protein-coding
111841160	kinesin family member 13B	kif13b	protein-coding
111855401	kinesin family member 15	kif15	protein-coding
111852040	kinesin family member 17	kif17	protein-coding
111843171	kinesin family member 18A	kif18a	protein-coding
111846586	kinesin family member 19	kif19	protein-coding
111849445	kinesin family member 1A	kif1a	protein-coding
111834414	kinesin family member 1B	kif1b	protein-coding
111852810	KIF1 binding protein	kif1bp	protein-coding
111839512	kinesin family member 1C	kif1c	protein-coding
111853722	kinesin family member 20B	kif20b	protein-coding
111853388	kinesin family member 21A	kif21a	protein-coding
111856185	kinesin family member 21B	kif21b	protein-coding
111833735	kinesin family member 22	kif22	protein-coding
111845591	kinesin family member 23	kif23	protein-coding
111838916	kinesin family member 26A	kif26a	protein-coding
111839293	kinesin family member 27	kif27	protein-coding
111839160	kinesin family member 2A	kif2a	protein-coding
111857453	kinesin family member 3A	kif3a	protein-coding
111858943	kinesin family member 3B	kif3b	protein-coding
111851568	kinesin family member 3C	kif3c	protein-coding
111860776	kinesin family member 4A	kif4a	protein-coding
111835302	kinesin family member 5A	kif5a	protein-coding
111834355	kinesin family member 6	kif6	protein-coding
111845089	kinesin family member 7	kif7	protein-coding
111854643	kinesin family member 9	kif9	protein-coding
111853513	kinesin family member C1	kifc1	protein-coding
111838719	Kin17 DNA and RNA binding protein	kin	protein-coding
111833156	kirre like nephrin family adhesion molecule 1	kirrel1	protein-coding
111849938	kirre like nephrin family adhesion molecule 3	kirrel3	protein-coding
111850065	KIT proto-oncogene receptor tyrosine kinase	kit	protein-coding
111835194	KIT ligand	kitlg	protein-coding
111842256	kizuna centrosomal protein	kiz	protein-coding
111852157	klotho	kl	protein-coding
111833005	klotho beta	klb	protein-coding
111851065	kinesin light chain 1	klc1	protein-coding
111851631	kinesin light chain 2	klc2	protein-coding
111844751	Kruppel like factor 10	klf10	protein-coding
111860828	Kruppel like factor 12	klf12	protein-coding
111853119	Kruppel like factor 3	klf3	protein-coding
111834237	Kruppel like factor 4	klf4	protein-coding
111838387	Kruppel like factor 5	klf5	protein-coding
111851591	Kruppel like factor 7	klf7	protein-coding
111839423	Kruppel like factor 9	klf9	protein-coding
111852522	kelch domain containing 1	klhdc1	protein-coding
111835348	kelch domain containing 10	klhdc10	protein-coding
111852437	kelch domain containing 2	klhdc2	protein-coding
111835733	kelch domain containing 3	klhdc3	protein-coding
111859198	kelch domain containing 4	klhdc4	protein-coding
111852050	kelch domain containing 7A	klhdc7a	protein-coding
111838753	kelch domain containing 8A	klhdc8a	protein-coding
111851180	kelch domain containing 8B	klhdc8b	protein-coding
111832913	kelch like family member 10	klhl10	protein-coding
111855972	kelch like family member 11	klhl11	protein-coding
111853922	kelch like family member 12	klhl12	protein-coding
111854332	kelch like family member 14	klhl14	protein-coding
111835781	kelch like family member 15	klhl15	protein-coding
111853558	kelch like family member 17	klhl17	protein-coding
111834081	kelch like family member 18	klhl18	protein-coding
111837339	kelch like family member 2	klhl2	protein-coding
111839633	kelch like family member 20	klhl20	protein-coding
111855699	kelch like family member 21	klhl21	protein-coding
111851787	kelch like family member 22	klhl22	protein-coding
111840676	kelch like family member 23	klhl23	protein-coding
111847387	kelch like family member 24	klhl24	protein-coding
111851071	kelch like family member 26	klhl26	protein-coding
111852502	kelch like family member 28	klhl28	protein-coding
111837707	kelch like family member 29	klhl29	protein-coding
111835055	kelch like family member 3	klhl3	protein-coding
111839934	kelch like family member 30	klhl30	protein-coding
111852813	kelch like family member 31	klhl31	protein-coding
111844508	kelch like family member 32	klhl32	protein-coding
111860994	kelch like family member 34	klhl34	protein-coding
111858429	kelch like family member 35	klhl35	protein-coding
111851918	kelch like family member 36	klhl36	protein-coding
111843525	kelch like family member 38	klhl38	protein-coding
111852293	kelch like family member 41	klhl41	protein-coding
111837786	kelch like family member 42	klhl42	protein-coding
111853124	kelch like family member 5	klhl5	protein-coding
111847355	kelch like family member 6	klhl6	protein-coding
111846890	kelch like family member 7	klhl7	protein-coding
111852618	kelch like family member 8	klhl8	protein-coding
111850386	kynurenine 3-monooxygenase	kmo	protein-coding
111846253	lysine methyltransferase 2A	kmt2a	protein-coding
111833696	lysine methyltransferase 2B	kmt2b	protein-coding
111851671	lysine methyltransferase 2C	kmt2c	protein-coding
111851208	lysine methyltransferase 2E	kmt2e	protein-coding
111860044	lysine methyltransferase 5A	kmt5a	protein-coding
111858798	kinase non-catalytic C-lobe domain containing 1	kndc1	protein-coding
111860470	kininogen 1	kng1	protein-coding
111838806	kinetochore scaffold 1	knl1	protein-coding
111836466	kinetochore associated 1	kntc1	protein-coding
111835785	karyopherin subunit alpha 1	kpna1	protein-coding
111848138	karyopherin subunit alpha 2	kpna2	protein-coding
111841467	karyopherin subunit alpha 4	kpna4	protein-coding
111844511	karyopherin subunit alpha 5	kpna5	protein-coding
111854213	karyopherin subunit alpha 6	kpna6	protein-coding
111855987	karyopherin subunit beta 1	kpnb1	protein-coding
111855347	kaptin, actin binding protein	kptn	protein-coding
111845660	KRAS proto-oncogene, GTPase	kras	protein-coding
111856294	KRI1 homolog	kri1	protein-coding
111843834	KRIT1, ankyrin repeat containing	krit1	protein-coding
111856646	KRR1, small subunit processome component homolog	krr1	protein-coding
111840367	keratin 18	krt18	protein-coding
111850796	keratin 222	krt222	protein-coding
111840920	keratinocyte associated protein 2	krtcap2	protein-coding
111852732	kinase suppressor of ras 2	ksr2	protein-coding
111843503	KTI12 chromatin associated homolog	kti12	protein-coding
111852359	kinectin 1	ktn1	protein-coding
111843376	KxDL motif containing 1	kxd1	protein-coding
111841854	kynurenine aminotransferase 1	kyat1	protein-coding
111854627	kynurenine aminotransferase 3	kyat3	protein-coding
111846110	kynureninase	kynu	protein-coding
111855301	L1 cell adhesion molecule	l1cam	protein-coding
111840026	L-2-hydroxyglutarate dehydrogenase	l2hgdh	protein-coding
111844408	trans-L-3-hydroxyproline dehydratase	l3hypdh	protein-coding
111840329	L3MBTL1, histone methyl-lysine binding protein	l3mbtl1	protein-coding
111845242	L3MBTL2, polycomb repressive complex 1 subunit	l3mbtl2	protein-coding
111836189	L3MBTL3, histone methyl-lysine binding protein	l3mbtl3	protein-coding
111852767	laccase domain containing 1	lacc1	protein-coding
111843510	lactamase beta	lactb	protein-coding
111856882	lactamase beta 2	lactb2	protein-coding
111852036	lactamase beta like 1	lactbl1	protein-coding
111841367	lymphocyte activating 3	lag3	protein-coding
111857335	L antigen family member 3	lage3	protein-coding
111849741	laminin subunit alpha 1	lama1	protein-coding
111836135	laminin subunit alpha 2	lama2	protein-coding
111845899	laminin subunit alpha 3	lama3	protein-coding
111843020	laminin subunit alpha 4	lama4	protein-coding
111855339	laminin subunit alpha 5	lama5	protein-coding
111858912	laminin subunit beta 3	lamb3	protein-coding
111847551	laminin subunit gamma 1	lamc1	protein-coding
111841866	laminin subunit gamma 3	lamc3	protein-coding
111855847	lysosomal associated membrane protein 1	lamp1	protein-coding
111834268	lysosomal associated membrane protein 2	lamp2	protein-coding
111837409	lysosomal associated membrane protein family member 5	lamp5	protein-coding
111833889	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	lamtor1	protein-coding
111838347	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	lamtor2	protein-coding
111842374	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	lamtor4	protein-coding
111835456	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	lamtor5	protein-coding
111852241	LanC like 1	lancl1	protein-coding
111838971	LanC like 2	lancl2	protein-coding
111838168	LanC like 3	lancl3	protein-coding
111837423	leucine aminopeptidase 3	lap3	protein-coding
111844003	lysosomal protein transmembrane 4 beta	laptm4b	protein-coding
111839649	lysosomal protein transmembrane 5	laptm5	protein-coding
111860882	La ribonucleoprotein domain family member 1	larp1	protein-coding
111832895	La ribonucleoprotein domain family member 4	larp4	protein-coding
111840231	La ribonucleoprotein domain family member 4B	larp4b	protein-coding
111848023	La ribonucleoprotein domain family member 6	larp6	protein-coding
111848715	La ribonucleoprotein domain family member 7	larp7	protein-coding
111859589	leucyl-tRNA synthetase	lars	protein-coding
111859972	leucyl-tRNA synthetase 2, mitochondrial	lars2	protein-coding
111855260	LAS1 like, ribosome biogenesis factor	las1l	protein-coding
111855919	LIM and SH3 protein 1	lasp1	protein-coding
111842998	large tumor suppressor kinase 1	lats1	protein-coding
111837613	large tumor suppressor kinase 2	lats2	protein-coding
111844796	layilin	layn	protein-coding
111854033	lamin B receptor	lbr	protein-coding
111837054	ladybird homeobox 1	lbx1	protein-coding
111841305	LCA5, lebercilin	lca5	protein-coding
111859180	lecithin-cholesterol acyltransferase	lcat	protein-coding
111833034	LCK proto-oncogene, Src family tyrosine kinase	lck	protein-coding
111834223	lysocardiolipin acyltransferase 1	lclat1	protein-coding
111842546	leucine carboxyl methyltransferase 1	lcmt1	protein-coding
111840663	leucine carboxyl methyltransferase 2	lcmt2	protein-coding
111848491	ligand dependent nuclear receptor corepressor	lcor	protein-coding
111837294	ligand dependent nuclear receptor corepressor like	lcorl	protein-coding
111854115	lymphocyte cytosolic protein 1	lcp1	protein-coding
111850418	lymphocyte cytosolic protein 2	lcp2	protein-coding
111842887	lactase	lct	protein-coding
111845631	lactase like	lctl	protein-coding
111855576	lipid droplet associated hydrolase	ldah	protein-coding
111848394	LIM domain binding 1	ldb1	protein-coding
111837360	LIM domain binding 2	ldb2	protein-coding
111848434	LIM domain binding 3	ldb3	protein-coding
111846527	lactate dehydrogenase B	ldhb	protein-coding
111859202	lactate dehydrogenase D	ldhd	protein-coding
111856344	low density lipoprotein receptor	ldlr	protein-coding
111853064	low density lipoprotein receptor class A domain containing 2	ldlrad2	protein-coding
111859479	low density lipoprotein receptor class A domain containing 3	ldlrad3	protein-coding
111859641	low density lipoprotein receptor adaptor protein 1	ldlrap1	protein-coding
111856895	liver enriched antimicrobial peptide 2	leap2	protein-coding
111837376	lymphoid enhancer binding factor 1	lef1	protein-coding
111833936	leucine, glutamate and lysine rich 1	lekr1	protein-coding
111851560	LEM domain containing 3	lemd3	protein-coding
111853364	leukocyte receptor cluster member 1	leng1	protein-coding
111853339	leukocyte receptor cluster member 8	leng8	protein-coding
111853346	leukocyte receptor cluster member 9	leng9	protein-coding
111845039	LEO1 homolog, Paf1/RNA polymerase II complex component	leo1	protein-coding
111834853	leptin receptor overlapping transcript	leprot	protein-coding
111844206	leucine zipper and EF-hand containing transmembrane protein 1	letm1	protein-coding
111851471	leucine zipper and EF-hand containing transmembrane protein 2	letm2	protein-coding
111855733	LETM1 domain containing 1	letmd1	protein-coding
111843201	galectin 1	lgals1	protein-coding
