rev1	XM_023790310.1
LOC111851490	XR_002840024.1
LOC111851496	XR_002840025.1
LOC111851507	XR_002840026.1
LOC111851507	XR_002840027.1
LOC111851522	XR_002840028.1
LOC111851524	XR_002840029.1
LOC111851526	XR_002840030.1
LOC111851527	XR_002840031.1
LOC111851527	XR_002840032.1
LOC111851527	XR_002840033.1
LOC111851527	XR_002840034.1
LOC111851527	XR_002840035.1
LOC111851527	XR_002840036.1
LOC111851527	XR_002840037.1
LOC111851527	XR_002840038.1
LOC111851529	XR_002840039.1
LOC111851533	XR_002840040.1
LOC111851546	XR_002840041.1
LOC111851554	XR_002840042.1
LOC111851554	XR_002840043.1
LOC111851558	XR_002840044.1
ost4	XR_002840045.1
LOC111851564	XR_002840046.1
LOC111851570	XR_002840047.1
LOC111851572	XR_002840048.1
LOC111851581	XR_002840049.1
LOC111851582	XR_002840050.1
LOC111851586	XR_002840051.1
LOC111851587	XR_002840052.1
LOC111851587	XR_002840053.1
LOC111851596	XR_002840054.1
LOC111851602	XR_002840055.1
LOC111851606	XR_002840056.1
LOC111851611	XR_002840057.1
LOC111851620	XR_002840058.1
LOC111851613	XR_002840059.1
LOC111851613	XR_002840060.1
LOC111851613	XR_002840061.1
tbc1d22b	XR_002840062.1
LOC111851650	XR_002840063.1
LOC111851650	XR_002840064.1
LOC111851655	XR_002840065.1
LOC111851656	XR_002840066.1
LOC111851656	XR_002840067.1
LOC111851658	XR_002840068.1
LOC111851658	XR_002840069.1
LOC111851660	XR_002840070.1
LOC111851670	XR_002840071.1
LOC111851675	XR_002840072.1
LOC111851679	XR_002840073.1
LOC111851679	XR_002840074.1
LOC111851679	XR_002840075.1
LOC111851685	XR_002840076.1
LOC111851688	XR_002840077.1
LOC111851689	XR_002840078.1
LOC111851690	XR_002840079.1
LOC111851691	XR_002840080.1
LOC111851706	XR_002840081.1
LOC111851706	XR_002840082.1
LOC111851706	XR_002840083.1
LOC111851707	XR_002840084.1
LOC111851711	XR_002840085.1
LOC111851713	XR_002840086.1
LOC111851711	XR_002840087.1
LOC111851718	XR_002840088.1
naxd	XR_002840089.1
ptpn4	XR_002840090.1
ptpn4	XR_002840091.1
LOC111851735	XR_002840092.1
LOC111851738	XR_002840093.1
LOC111851743	XR_002840094.1
LOC111851744	XR_002840095.1
LOC111851763	XR_002840096.1
LOC111851764	XR_002840097.1
LOC111851765	XR_002840098.1
LOC111851766	XR_002840099.1
LOC111851772	XR_002840100.1
LOC111851779	XR_002840101.1
LOC111851779	XR_002840102.1
LOC111851779	XR_002840103.1
LOC111851780	XR_002840104.1
LOC111851788	XR_002840105.1
LOC111851794	XR_002840106.1
LOC111851798	XR_002840107.1
LOC111851800	XR_002840108.1
LOC111851818	XR_002840109.1
LOC111851849	XR_002840110.1
LOC111851853	XR_002840111.1
LOC111851862	XR_002840112.1
LOC111851865	XR_002840113.1
LOC111851867	XR_002840114.1
tmppe	XR_002840115.1
tmppe	XR_002840116.1
LOC111851876	XR_002840117.1
LOC111851877	XR_002840118.1
LOC111851893	XR_002840119.1
LOC111851897	XR_002840120.1
tsnaxip1	XR_002840121.1
tsnaxip1	XR_002840122.1
tsnaxip1	XR_002840123.1
tsnaxip1	XR_002840124.1
tsnaxip1	XR_002840125.1
LOC111851905	XR_002840126.1
LOC111851911	XR_002840127.1
LOC111851911	XR_002840128.1
LOC111851911	XR_002840129.1
LOC111851912	XR_002840130.1
LOC111851932	XR_002840131.1
znf423	XR_002840132.1
znf423	XR_002840133.1
LOC111851948	XR_002840134.1
LOC111851951	XR_002840135.1
LOC111851953	XR_002840136.1
LOC111851957	XR_002840137.1
LOC111851958	XR_002840138.1
LOC111851961	XR_002840139.1
LOC111851966	XR_002840140.1
LOC111851967	XR_002840141.1
LOC111851972	XR_002840142.1
LOC111851978	XR_002840143.1
LOC111851980	XR_002840144.1
LOC111851987	XR_002840145.1
LOC111851988	XR_002840146.1
gpr68	XR_002840147.1
ganc	XR_002840148.1
ganc	XR_002840149.1
LOC111852029	XR_002840150.1
LOC111852030	XR_002840151.1
LOC111852035	XR_002840152.1
LOC111852053	XR_002840153.1
LOC111852061	XR_002840154.1
LOC111852069	XR_002840155.1
LOC111852079	XR_002840156.1
LOC111852088	XR_002840157.1
LOC111852089	XR_002840158.1
LOC111852094	XR_002840159.1
LOC111852101	XR_002840160.1
LOC111852111	XR_002840161.1
LOC111852120	XR_002840162.1
LOC111852122	XR_002840163.1
LOC111852128	XR_002840164.1
LOC111852137	XR_002840165.1
LOC111852139	XR_002840166.1
LOC111852141	XR_002840167.1
LOC111852143	XR_002840168.1
LOC111852074	XR_002840169.1
LOC111852152	XR_002840170.1
LOC111852163	XR_002840171.1
LOC111852161	XR_002840172.1
LOC111852170	XR_002840173.1
LOC111852172	XR_002840174.1
LOC111852172	XR_002840175.1
LOC111852183	XR_002840176.1
LOC111852195	XR_002840177.1
LOC111852198	XR_002840178.1
LOC111852204	XR_002840179.1
LOC111852208	XR_002840180.1
LOC111852209	XR_002840181.1
LOC111852214	XR_002840182.1
LOC111852226	XR_002840183.1
LOC111852237	XR_002840184.1
LOC111852238	XR_002840185.1
LOC111852244	XR_002840186.1
LOC111852244	XR_002840187.1
LOC111852244	XR_002840188.1
LOC111852244	XR_002840189.1
LOC111852254	XR_002840190.1
LOC111852254	XR_002840191.1
LOC111852254	XR_002840192.1
LOC111852254	XR_002840193.1
LOC111852258	XR_002840194.1
LOC111852258	XR_002840195.1
LOC111852258	XR_002840196.1
LOC111852258	XR_002840197.1
LOC111852267	XR_002840198.1
LOC111852275	XR_002840199.1
LOC111852313	XR_002840200.1
ccdc88a	XR_002840201.1
sdccag8	XR_002840202.1
sdccag8	XR_002840203.1
LOC111852337	XR_002840204.1
LOC111852337	XR_002840205.1
LOC111852337	XR_002840206.1
LOC111852332	XR_002840207.1
LOC111852344	XR_002840208.1
LOC111852344	XR_002840209.1
LOC111852344	XR_002840210.1
LOC111852344	XR_002840211.1
LOC111852348	XR_002840212.1
LOC111852354	XR_002840213.1
LOC111852356	XR_002840214.1
msh4	XR_002840215.1
msh4	XR_002840216.1
LOC111852361	XR_002840217.1
LOC111852367	XR_002840218.1
LOC111852368	XR_002840219.1
LOC111852369	XR_002840220.1
LOC111852369	XR_002840221.1
srcap	XR_002840222.1
LOC111852386	XR_002840223.1
LOC111852393	XR_002840224.1
LOC111852394	XR_002840225.1
LOC111852408	XR_002840226.1
LOC111852427	XR_002840227.1
znf410	XR_002840228.1
LOC111852452	XR_002840229.1
LOC111852459	XR_002840230.1
eml5	XR_002840231.1
LOC111852478	XR_002840232.1
LOC111852478	XR_002840233.1
tmem260	XR_002840234.1
tmem260	XR_002840235.1
tmem260	XR_002840236.1
tmem260	XR_002840237.1
LOC111852489	XR_002840238.1
LOC111852489	XR_002840239.1
LOC111852492	XR_002840240.1
LOC111852497	XR_002840241.1
LOC111852498	XR_002840242.1
cunh14orf28	XR_002840243.1
LOC111852505	XR_002840244.1
LOC111852515	XR_002840245.1
LOC111852515	XR_002840246.1
LOC111852515	XR_002840247.1
LOC111852495	XR_002840248.1
LOC111852523	XR_002840249.1
LOC111852495	XR_002840250.1
tgs1	XR_002840251.1
tgs1	XR_002840252.1
LOC111852537	XR_002840253.1
LOC111852541	XR_002840254.1
LOC111852543	XR_002840255.1
LOC111852546	XR_002840256.1
LOC111852546	XR_002840257.1
LOC111852551	XR_002840258.1
LOC111852568	XR_002840259.1
LOC111852569	XR_002840260.1
xkr4	XR_002840261.1
LOC111852576	XR_002840262.1
LOC111852577	XR_002840263.1
LOC111852586	XR_002840264.1
LOC111852586	XR_002840265.1
LOC111852588	XR_002840266.1
LOC111852588	XR_002840267.1
taf1c	XR_002840268.1
taf1c	XR_002840269.1
LOC111852602	XR_002840270.1
LOC111852620	XR_002840271.1
LOC111852619	XR_002840272.1
LOC111852633	XR_002840273.1
LOC111852634	XR_002840274.1
LOC111852635	XR_002840275.1
LOC111852644	XR_002840276.1
LOC111852646	XR_002840277.1
LOC111852646	XR_002840278.1
LOC111852646	XR_002840279.1
LOC111852653	XR_002840280.1
LOC111852654	XR_002840281.1
LOC111852646	XR_002840282.1
LOC111852658	XR_002840283.1
LOC111852659	XR_002840284.1
LOC111852660	XR_002840285.1
LOC111852661	XR_002840286.1
LOC111852661	XR_002840287.1
adck1	XR_002840288.1
LOC111852665	XR_002840289.1
LOC111852656	XR_002840290.1
LOC111852679	XR_002840291.1
LOC111852685	XR_002840292.1
LOC111852685	XR_002840293.1
LOC111852692	XR_002840294.1
LOC111852692	XR_002840295.1
LOC111852692	XR_002840296.1
LOC111852692	XR_002840297.1
LOC111852694	XR_002840298.1
LOC111852694	XR_002840299.1
LOC111852694	XR_002840300.1
LOC111852697	XR_002840301.1
LOC111852709	XR_002840302.1
LOC111852712	XR_002840303.1
LOC111852717	XR_002840304.1
LOC111852718	XR_002840305.1
LOC111852718	XR_002840306.1
LOC111852718	XR_002840307.1
LOC111852719	XR_002840308.1
LOC111852720	XR_002840309.1
LOC111852721	XR_002840310.1
LOC111852730	XR_002840311.1
LOC111852741	XR_002840312.1
LOC111852742	XR_002840313.1
LOC111852755	XR_002840314.1
wbp4	XR_002840315.1
LOC111852778	XR_002840316.1
LOC111852780	XR_002840317.1
LOC111852789	XR_002840318.1
LOC111852790	XR_002840319.1
mcph1	XR_002840320.1
LOC111852802	XR_002840321.1
LOC111852805	XR_002840322.1
LOC111852809	XR_002840323.1
LOC111852828	XR_002840324.1
csmd1	XR_002840325.1
LOC111852836	XR_002840326.1
LOC111852855	XR_002840327.1
LOC111852855	XR_002840328.1
LOC111852855	XR_002840329.1
LOC111852855	XR_002840330.1
LOC111852863	XR_002840331.1
LOC111852862	XR_002840332.1
LOC111852870	XR_002840333.1
LOC111852878	XR_002840334.1
LOC111852879	XR_002840335.1
LOC111852881	XR_002840336.1
LOC111852889	XR_002840337.1
LOC111852890	XR_002840338.1
rbm45	XR_002840339.1
rbm45	XR_002840340.1
LOC111852899	XR_002840341.1
LOC111852899	XR_002840342.1
LOC111852899	XR_002840343.1
LOC111852898	XR_002840344.1
LOC111852903	XR_002840345.1
LOC111852904	XR_002840346.1
LOC111852911	XR_002840347.1
LOC111852915	XR_002840348.1
LOC111852924	XR_002840349.1
LOC111852941	XR_002840350.1
LOC111852955	XR_002840351.1
LOC111852955	XR_002840352.1
LOC111852959	XR_002840353.1
LOC111852960	XR_002840354.1
LOC111852977	XR_002840355.1
LOC111852977	XR_002840356.1
LOC111852977	XR_002840357.1
LOC111852985	XR_002840358.1
LOC111853004	XR_002840359.1
LOC111853003	XR_002840360.1
LOC111853012	XR_002840361.1
LOC111853020	XR_002840362.1
LOC111853024	XR_002840363.1
LOC111853030	XR_002840364.1
LOC111853038	XR_002840365.1
LOC111853038	XR_002840366.1
LOC111853038	XR_002840367.1
LOC111853039	XR_002840368.1
LOC111853040	XR_002840369.1
LOC111853041	XR_002840370.1
LOC111853042	XR_002840371.1
LOC111853042	XR_002840372.1
LOC111853043	XR_002840373.1
LOC111853048	XR_002840374.1
LOC111853049	XR_002840375.1
LOC111853050	XR_002840376.1
LOC111853051	XR_002840377.1
rbpms	XR_002840378.1
rbpms	XR_002840379.1
rpl9	XR_002840380.1
LOC111853094	XR_002840381.1
LOC111853098	XR_002840382.1
LOC111853098	XR_002840383.1
LOC111853107	XR_002840384.1
LOC111853110	XR_002840385.1
LOC111853117	XR_002840386.1
LOC111853128	XR_002840387.1
LOC111853129	XR_002840388.1
LOC111853130	XR_002840389.1
LOC111853131	XR_002840390.1
LOC111853131	XR_002840391.1
LOC111853132	XR_002840392.1
LOC111853135	XR_002840393.1
LOC111853143	XR_002840394.1
LOC111853144	XR_002840395.1
LOC111853144	XR_002840396.1
LOC111853146	XR_002840397.1
LOC111853149	XR_002840398.1
LOC111853152	XR_002840399.1
LOC111853156	XR_002840400.1
LOC111853178	XR_002840401.1
ccdc134	XR_002840402.1
LOC111853205	XR_002840403.1
LOC111853205	XR_002840404.1
LOC111853206	XR_002840405.1
LOC111853207	XR_002840406.1
med20	XR_002840407.1
LOC111853239	XR_002840408.1
LOC111853243	XR_002840409.1
LOC111853243	XR_002840410.1
LOC111853243	XR_002840411.1
LOC111853243	XR_002840412.1
LOC111853243	XR_002840413.1
LOC111853245	XR_002840414.1
LOC111853246	XR_002840415.1
LOC111853257	XR_002840416.1
LOC111853258	XR_002840417.1
LOC111853264	XR_002840418.1
LOC111853270	XR_002840419.1
LOC111853273	XR_002840420.1
LOC111853274	XR_002840421.1
LOC111853275	XR_002840422.1
LOC111853283	XR_002840423.1
LOC111853287	XR_002840424.1
LOC111853295	XR_002840425.1
rprd2	XR_002840426.1
tars2	XR_002840427.1
tars2	XR_002840428.1
tars2	XR_002840429.1
LOC111853299	XR_002840430.1
LOC111853304	XR_002840431.1
LOC111853312	XR_002840432.1
LOC111853314	XR_002840433.1
LOC111853324	XR_002840434.1
LOC111853325	XR_002840435.1
LOC111853325	XR_002840436.1
LOC111853325	XR_002840437.1
khdc4	XR_002840438.1
LOC111853330	XR_002840439.1
LOC111853317	XR_002840440.1
LOC111853340	XR_002840441.1
LOC111853371	XR_002840442.1
LOC111853372	XR_002840443.1
LOC111853360	XR_002840444.1
slc26a4	XR_002840445.1
LOC111853386	XR_002840446.1
kif21a	XR_002840447.1
LOC111853396	XR_002840448.1
LOC111853396	XR_002840449.1
LOC111853396	XR_002840450.1
LOC111853405	XR_002840451.1
LOC111853408	XR_002840452.1
LOC111853415	XR_002840453.1
slc35f3	XR_002840454.1
LOC111853421	XR_002840455.1
wdr27	XR_002840456.1
wdr27	XR_002840457.1
LOC111853400	XR_002840458.1
LOC111853430	XR_002840459.1
lrrc31	XR_002840460.1
LOC111853444	XR_002840461.1
LOC111853438	XR_002840462.1
LOC111853472	XR_002840463.1
LOC111853479	XR_002840464.1
LOC111853495	XR_002840465.1
LOC111853501	XR_002840466.1
LOC111853506	XR_002840467.1
LOC111853506	XR_002840468.1
LOC111853539	XR_002840469.1
LOC111853539	XR_002840470.1
gria3	XR_002840471.1
LOC111853533	XR_002840472.1
LOC111853533	XR_002840473.1
LOC111853533	XR_002840474.1
thoc2	XR_002840475.1
thoc2	XR_002840476.1
LOC111853533	XR_002840477.1
LOC111853549	XR_002840478.1
LOC111853549	XR_002840479.1
LOC111853552	XR_002840480.1
LOC111853564	XR_002840481.1
LOC111853569	XR_002840482.1
LOC111853569	XR_002840483.1
LOC111853572	XR_002840484.1
rubcn	XR_002840485.1
LOC111853575	XR_002840486.1
LOC111853576	XR_002840487.1
LOC111853576	XR_002840488.1
LOC111853581	XR_002840489.1
LOC111853581	XR_002840490.1
LOC111853596	XR_002840491.1
zdhhc2	XR_002840492.1
LOC111853603	XR_002840493.1
fat1	XR_002840494.1
LOC111853645	XR_002840495.1
LOC111853650	XR_002840496.1
LOC111853669	XR_002840497.1
LOC111853669	XR_002840498.1
LOC111853669	XR_002840499.1
LOC111853676	XR_002840500.1
LOC111853676	XR_002840501.1
LOC111853694	XR_002840502.1
stambpl1	XR_002840503.1
perm1	XR_002840504.1
perm1	XR_002840505.1
perm1	XR_002840506.1
LOC111853739	XR_002840507.1
LOC111853739	XR_002840508.1
LOC111853748	XR_002840509.1
LOC111853764	XR_002840510.1
LOC111853764	XR_002840511.1
LOC111853769	XR_002840512.1
LOC111853764	XR_002840513.1
LOC111853764	XR_002840514.1
LOC111853784	XR_002840515.1
LOC111853785	XR_002840516.1
LOC111853773	XR_002840517.1
LOC111853794	XR_002840518.1
LOC111853800	XR_002840519.1
LOC111853805	XR_002840520.1
LOC111853805	XR_002840521.1
LOC111853805	XR_002840522.1
LOC111853819	XR_002840523.1
LOC111853821	XR_002840524.1
LOC111853824	XR_002840525.1
LOC111853832	XR_002840526.1
LOC111853833	XR_002840527.1
LOC111853835	XR_002840528.1
LOC111853838	XR_002840529.1
LOC111853848	XR_002840530.1
LOC111853848	XR_002840531.1
LOC111853850	XR_002840532.1
LOC111853851	XR_002840533.1
LOC111853852	XR_002840534.1
LOC111853855	XR_002840535.1
LOC111853855	XR_002840536.1
LOC111853858	XR_002840537.1
LOC111853865	XR_002840538.1
luc7l3	XR_002840539.1
luc7l3	XR_002840540.1
luc7l3	XR_002840541.1
luc7l3	XR_002840542.1
capzb	XR_002840543.1
LOC111853889	XR_002840544.1
LOC111853890	XR_002840545.1
LOC111853890	XR_002840546.1
LOC111853890	XR_002840547.1
LOC111853890	XR_002840548.1
LOC111853890	XR_002840549.1
LOC111853890	XR_002840550.1
LOC111853890	XR_002840551.1
LOC111853897	XR_002840552.1
LOC111853904	XR_002840553.1
LOC111853904	XR_002840554.1
LOC111853897	XR_002840555.1
LOC111853907	XR_002840556.1
LOC111853908	XR_002840557.1
LOC111853909	XR_002840558.1
LOC111853925	XR_002840559.1
LOC111853925	XR_002840560.1
LOC111853935	XR_002840561.1
pqlc2	XR_002840562.1
LOC111853944	XR_002840563.1
LOC111853944	XR_002840564.1
LOC111853956	XR_002840565.1
LOC111853957	XR_002840566.1
LOC111853968	XR_002840567.1
LOC111853968	XR_002840568.1
LOC111853976	XR_002840569.1
LOC111853976	XR_002840570.1
LOC111853976	XR_002840571.1
LOC111853983	XR_002840572.1
LOC111853985	XR_002840573.1
LOC111853987	XR_002840574.1
whrn	XR_002840575.1
whrn	XR_002840576.1
whrn	XR_002840577.1
whrn	XR_002840578.1
LOC111853992	XR_002840579.1
LOC111853992	XR_002840580.1
LOC111853993	XR_002840581.1
LOC111853993	XR_002840582.1
LOC111853993	XR_002840583.1
LOC111853997	XR_002840584.1
LOC111854012	XR_002840585.1
LOC111854021	XR_002840586.1
LOC111854039	XR_002840587.1
LOC111854039	XR_002840588.1
LOC111854040	XR_002840589.1
LOC111854048	XR_002840590.1
LOC111854056	XR_002840591.1
LOC111854064	XR_002840592.1
LOC111854065	XR_002840593.1
LOC111854067	XR_002840594.1
LOC111854070	XR_002840595.1
LOC111854071	XR_002840596.1
LOC111854075	XR_002840597.1
LOC111854046	XR_002840598.1
LOC111854089	XR_002840599.1
LOC111854090	XR_002840600.1
LOC111854091	XR_002840601.1
LOC111854091	XR_002840602.1
LOC111854093	XR_002840603.1
LOC111854093	XR_002840604.1
LOC111854095	XR_002840605.1
LOC111854097	XR_002840606.1
LOC111854106	XR_002840607.1
LOC111854106	XR_002840608.1
LOC111854100	XR_002840609.1
LOC111854112	XR_002840610.1
LOC111854112	XR_002840611.1
LOC111854117	XR_002840612.1
LOC111854117	XR_002840613.1
LOC111854118	XR_002840614.1
LOC111854119	XR_002840615.1
LOC111854125	XR_002840616.1
LOC111854125	XR_002840617.1
LOC111854125	XR_002840618.1
LOC111854132	XR_002840619.1
atp7b	XR_002840620.1
LOC111854145	XR_002840621.1
LOC111854156	XR_002840622.1
dbh	XR_002840623.1
LOC111854193	XR_002840624.1
LOC111854197	XR_002840625.1
LOC111854199	XR_002840626.1
LOC111854204	XR_002840627.1
smim12	XR_002840628.1
smim12	XR_002840629.1
LOC111854229	XR_002840630.1
LOC111854230	XR_002840631.1
LOC111854234	XR_002840632.1
LOC111854230	XR_002840633.1
LOC111854248	XR_002840634.1
LOC111854250	XR_002840635.1
epha10	XR_002840636.1
adgrb2	XR_002840637.1
adgrb2	XR_002840638.1
adgrb2	XR_002840639.1
LOC111854271	XR_002840640.1
LOC111854272	XR_002840641.1
LOC111854272	XR_002840642.1
LOC111854273	XR_002840643.1
LOC111854285	XR_002840644.1
LOC111854285	XR_002840645.1
LOC111854294	XR_002840646.1
csmd2	XR_002840647.1
LOC111854301	XR_002840648.1
trit1	XR_002840649.1
LOC111854307	XR_002840650.1
LOC111854312	XR_002840651.1
LOC111854312	XR_002840652.1
LOC111854329	XR_002840653.1
LOC111854330	XR_002840654.1
LOC111854331	XR_002840655.1
LOC111854335	XR_002840656.1
ccdc178	XR_002840657.1
ccdc178	XR_002840658.1
LOC111854339	XR_002840659.1
LOC111854356	XR_002840660.1
LOC111854368	XR_002840661.1
LOC111854368	XR_002840662.1
LOC111854369	XR_002840663.1
LOC111854383	XR_002840664.1
LOC111854394	XR_002840665.1
med12	XR_002840666.1
med12	XR_002840667.1
LOC111854399	XR_002840668.1
LOC111854405	XR_002840669.1
LOC111854408	XR_002840670.1
LOC111854413	XR_002840671.1
fam72a	XR_002840672.1
fam72a	XR_002840673.1
LOC111854428	XR_002840674.1
LOC111854434	XR_002840675.1
gpr18	XR_002840676.1
LOC111854438	XR_002840677.1
LOC111854441	XR_002840678.1
gpr18	XR_002840679.1
LOC111854463	XR_002840680.1
LOC111854466	XR_002840681.1
LOC111854470	XR_002840682.1
LOC111854477	XR_002840683.1
LOC111854477	XR_002840684.1
LOC111854478	XR_002840685.1
LOC111854478	XR_002840686.1
LOC111854478	XR_002840687.1
LOC111854478	XR_002840688.1
LOC111854478	XR_002840689.1
LOC111854478	XR_002840690.1
LOC111854478	XR_002840691.1
LOC111854478	XR_002840692.1
LOC111854478	XR_002840693.1
LOC111854478	XR_002840694.1
LOC111854478	XR_002840695.1
LOC111854483	XR_002840696.1
LOC111854484	XR_002840697.1
ybx2	XR_002840698.1
LOC111854493	XR_002840699.1
LOC111854501	XR_002840700.1
LOC111854510	XR_002840701.1
LOC111854514	XR_002840702.1
LOC111854517	XR_002840703.1
LOC111854520	XR_002840704.1
LOC111854560	XR_002840705.1
LOC111854560	XR_002840706.1
LOC111854561	XR_002840707.1
LOC111854571	XR_002840708.1
LOC111854573	XR_002840709.1
LOC111854575	XR_002840710.1
LOC111854576	XR_002840711.1
LOC111854576	XR_002840712.1
LOC111854576	XR_002840713.1
LOC111854589	XR_002840714.1
LOC111854593	XR_002840715.1
LOC111854602	XR_002840716.1
LOC111854607	XR_002840717.1
LOC111854607	XR_002840718.1
smug1	XR_002840719.1
LOC111854612	XR_002840720.1
LOC111854616	XR_002840721.1
LOC111854638	XR_002840722.1
LOC111854639	XR_002840723.1
LOC111854639	XR_002840724.1
LOC111854639	XR_002840725.1
LOC111854649	XR_002840726.1
LOC111854651	XR_002840727.1
LOC111854651	XR_002840728.1
LOC111854652	XR_002840729.1
LOC111854652	XR_002840730.1
LOC111854659	XR_002840731.1
LOC111854660	XR_002840732.1
LOC111854665	XR_002840733.1
LOC111854670	XR_002840734.1
LOC111854670	XR_002840735.1
LOC111854670	XR_002840736.1
LOC111854670	XR_002840737.1
LOC111854675	XR_002840738.1
LOC111854673	XR_002840739.1
LOC111854678	XR_002840740.1
LOC111854680	XR_002840741.1
LOC111854681	XR_002840742.1
LOC111854682	XR_002840743.1
LOC111854679	XR_002840744.1
ube2g1	XR_002840745.1
LOC111854715	XR_002840746.1
myo19	XR_002840747.1
zzef1	XR_002840748.1
zzef1	XR_002840749.1
zzef1	XR_002840750.1
LOC111854727	XR_002840751.1
LOC111854732	XR_002840752.1
LOC111854736	XR_002840753.1
LOC111854742	XR_002840754.1
LOC111854747	XR_002840755.1
LOC111854748	XR_002840756.1
LOC111854749	XR_002840757.1
pigl	XR_002840758.1
LOC111854766	XR_002840759.1
LOC111854783	XR_002840760.1
LOC111854783	XR_002840761.1
zswim7	XR_002840762.1
LOC111854799	XR_002840763.1
LOC111854799	XR_002840764.1
LOC111854809	XR_002840765.1
LOC111854825	XR_002840766.1
LOC111854821	XR_002840767.1
ssh1	XR_002840768.1
ssh1	XR_002840769.1
myo1h	XR_002840770.1
LOC111854886	XR_002840771.1
LOC111854896	XR_002840772.1
LOC111854903	XR_002840773.1
LOC111854903	XR_002840774.1
LOC111854903	XR_002840775.1
LOC111854903	XR_002840776.1
LOC111854903	XR_002840777.1
LOC111854908	XR_002840778.1
LOC111854910	XR_002840779.1
LOC111854911	XR_002840780.1
LOC111854928	XR_002840781.1
LOC111854928	XR_002840782.1
LOC111854929	XR_002840783.1
fbxo46	XR_002840784.1
LOC111854941	XR_002840785.1
mpzl3	XR_002840786.1
scn2b	XR_002840787.1
LOC111854958	XR_002840788.1
LOC111854959	XR_002840789.1
LOC111854959	XR_002840790.1
LOC111854959	XR_002840791.1
LOC111854964	XR_002840792.1
LOC111854967	XR_002840793.1
LOC111854977	XR_002840794.1
LOC111854978	XR_002840795.1
LOC111854979	XR_002840796.1
LOC111854984	XR_002840797.1
LOC111854997	XR_002840798.1
LOC111855004	XR_002840799.1
LOC111855009	XR_002840800.1
LOC111855014	XR_002840801.1
LOC111855018	XR_002840802.1
LOC111855020	XR_002840803.1
LOC111855023	XR_002840804.1
LOC111855023	XR_002840805.1
LOC111855023	XR_002840806.1
LOC111855034	XR_002840807.1
LOC111855052	XR_002840808.1
LOC111855072	XR_002840809.1
LOC111855073	XR_002840810.1
LOC111855098	XR_002840811.1
LOC111855114	XR_002840812.1
LOC111855125	XR_002840813.1
LOC111855128	XR_002840814.1
rad9b	XR_002840815.1
LOC111855132	XR_002840816.1
LOC111855136	XR_002840817.1
LOC111855142	XR_002840818.1
LOC111855143	XR_002840819.1
LOC111855157	XR_002840820.1
LOC111855160	XR_002840821.1
LOC111855173	XR_002840822.1
LOC111855174	XR_002840823.1
LOC111855190	XR_002840824.1
LOC111855190	XR_002840825.1
LOC111855212	XR_002840826.1
LOC111855211	XR_002840827.1
LOC111855219	XR_002840828.1
LOC111855222	XR_002840829.1
LOC111855223	XR_002840830.1
LOC111855223	XR_002840831.1
LOC111855227	XR_002840832.1
LOC111855231	XR_002840833.1
LOC111855238	XR_002840834.1
LOC111855238	XR_002840835.1
LOC111855238	XR_002840836.1
LOC111855240	XR_002840837.1
LOC111855256	XR_002840838.1
LOC111855256	XR_002840839.1
LOC111855257	XR_002840840.1
LOC111855257	XR_002840841.1
LOC111855258	XR_002840842.1
LOC111855259	XR_002840843.1
LOC111855270	XR_002840844.1
LOC111855287	XR_002840845.1
LOC111855293	XR_002840846.1
LOC111855293	XR_002840847.1
LOC111855296	XR_002840848.1
LOC111855296	XR_002840849.1
LOC111855298	XR_002840850.1
arhgef9	XR_002840851.1
arhgef9	XR_002840852.1
LOC111855309	XR_002840853.1
LOC111855313	XR_002840854.1
LOC111855314	XR_002840855.1
LOC111855314	XR_002840856.1
LOC111855314	XR_002840857.1
LOC111855314	XR_002840858.1
LOC111855322	XR_002840859.1
LOC111855314	XR_002840860.1
LOC111855314	XR_002840861.1
LOC111855326	XR_002840862.1
LOC111855326	XR_002840863.1
LOC111855314	XR_002840864.1
LOC111855314	XR_002840865.1
LOC111855330	XR_002840866.1
LOC111855314	XR_002840867.1
LOC111855332	XR_002840868.1
LOC111855332	XR_002840869.1
LOC111855314	XR_002840870.1
LOC111855332	XR_002840871.1
LOC111855336	XR_002840872.1
kptn	XR_002840873.1
LOC111855349	XR_002840874.1
LOC111855350	XR_002840875.1
LOC111855351	XR_002840876.1
LOC111855353	XR_002840877.1
LOC111855366	XR_002840878.1
LOC111855376	XR_002840879.1
LOC111855375	XR_002840880.1
LOC111855378	XR_002840881.1
LOC111855381	XR_002840882.1
LOC111855393	XR_002840883.1
zfyve28	XR_002840884.1
LOC111855429	XR_002840885.1
LOC111855433	XR_002840886.1
LOC111855442	XR_002840887.1
LOC111855379	XR_002840888.1
LOC111855445	XR_002840889.1
LOC111855445	XR_002840890.1
LOC111855452	XR_002840891.1
LOC111855453	XR_002840892.1
LOC111855454	XR_002840893.1
LOC111855456	XR_002840894.1
LOC111855462	XR_002840895.1
LOC111855463	XR_002840896.1
LOC111855463	XR_002840897.1
LOC111855464	XR_002840898.1
LOC111855466	XR_002840899.1
LOC111855467	XR_002840900.1
LOC111855379	XR_002840901.1
LOC111855470	XR_002840902.1
LOC111855473	XR_002840903.1
LOC111855483	XR_002840904.1
LOC111855379	XR_002840905.1
LOC111855492	XR_002840906.1
LOC111855501	XR_002840907.1
LOC111855501	XR_002840908.1
LOC111855504	XR_002840909.1
LOC111855517	XR_002840910.1
