GO_IDs	GO_terms
GO:0070244	negative regulation of thymocyte apoptotic process
GO:0070257	positive regulation of mucus secretion
GO:0070262	peptidyl-serine dephosphorylation
GO:0070266	necroptotic process
GO:0070268	cornification
GO:0070278	extracellular matrix constituent secretion
GO:0070285	pigment cell development
GO:0070286	axonemal dynein complex assembly
GO:0070291	N-acylethanolamine metabolic process
GO:0070292	N-acylphosphatidylethanolamine metabolic process
GO:0070293	renal absorption
GO:0070294	renal sodium ion absorption
GO:0070295	renal water absorption
GO:0070301	cellular response to hydrogen peroxide
GO:0070306	lens fiber cell differentiation
GO:0070309	lens fiber cell morphogenesis
GO:0070327	thyroid hormone transport
GO:0070328	triglyceride homeostasis
GO:0070329	tRNA seleno-modification
GO:0070358	actin polymerization-dependent cell motility
GO:0070365	hepatocyte differentiation
GO:0070372	regulation of ERK1 and ERK2 cascade
GO:0070373	negative regulation of ERK1 and ERK2 cascade
GO:0070374	positive regulation of ERK1 and ERK2 cascade
GO:0070407	oxidation-dependent protein catabolic process
GO:0070409	carbamoyl phosphate biosynthetic process
GO:0070417	cellular response to cold
GO:0070444	oligodendrocyte progenitor proliferation
GO:0070445	regulation of oligodendrocyte progenitor proliferation
GO:0070446	negative regulation of oligodendrocyte progenitor proliferation
GO:0070459	prolactin secretion
GO:0070475	rRNA base methylation
GO:0070476	rRNA (guanine-N7)-methylation
GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay
GO:0070493	thrombin-activated receptor signaling pathway
GO:0070498	interleukin-1-mediated signaling pathway
GO:0070507	regulation of microtubule cytoskeleton organization
GO:0070509	calcium ion import
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0070527	platelet aggregation
GO:0070534	protein K63-linked ubiquitination
GO:0070535	histone H2A K63-linked ubiquitination
GO:0070536	protein K63-linked deubiquitination
GO:0070537	histone H2A K63-linked deubiquitination
GO:0070542	response to fatty acid
GO:0070550	rDNA condensation
GO:0070555	response to interleukin-1
GO:0070584	mitochondrion morphogenesis
GO:0070586	cell-cell adhesion involved in gastrulation
GO:0070587	regulation of cell-cell adhesion involved in gastrulation
GO:0070588	calcium ion transmembrane transport
GO:0070593	dendrite self-avoidance
GO:0070613	regulation of protein processing
GO:0070640	vitamin D3 metabolic process
GO:0070650	actin filament bundle distribution
GO:0070651	nonfunctional rRNA decay
GO:0070654	sensory epithelium regeneration
GO:0070658	neuromast hair cell differentiation involved in neuromast regeneration
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation
GO:0070682	proteasome regulatory particle assembly
GO:0070734	histone H3-K27 methylation
GO:0070813	hydrogen sulfide metabolic process
GO:0070816	phosphorylation of RNA polymerase II C-terminal domain
GO:0070827	chromatin maintenance
GO:0070828	heterochromatin organization
GO:0070830	bicellular tight junction assembly
GO:0070831	basement membrane assembly
GO:0070836	caveola assembly
GO:0070838	divalent metal ion transport
GO:0070848	response to growth factor
GO:0070863	positive regulation of protein exit from endoplasmic reticulum
GO:0070869	heterochromatin assembly involved in chromatin silencing
GO:0070873	regulation of glycogen metabolic process
GO:0070884	regulation of calcineurin-NFAT signaling cascade
GO:0070897	DNA-templated transcriptional preinitiation complex assembly
GO:0070898	RNA polymerase III transcriptional preinitiation complex assembly
GO:0070899	mitochondrial tRNA wobble uridine modification
GO:0070901	mitochondrial tRNA methylation
GO:0070904	transepithelial L-ascorbic acid transport
GO:0070914	UV-damage excision repair
GO:0070932	histone H3 deacetylation
GO:0070933	histone H4 deacetylation
GO:0070935	3'-UTR-mediated mRNA stabilization
GO:0070936	protein K48-linked ubiquitination
GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain
GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay
GO:0070973	protein localization to endoplasmic reticulum exit site
GO:0070978	voltage-gated calcium channel complex assembly
GO:0070979	protein K11-linked ubiquitination
GO:0070983	dendrite guidance
GO:0070986	left/right axis specification
GO:0070987	error-free translesion synthesis
GO:0070988	demethylation
GO:0070989	oxidative demethylation
GO:0070997	neuron death
GO:0071025	RNA surveillance
GO:0071028	nuclear mRNA surveillance
GO:0071033	nuclear retention of pre-mRNA at the site of transcription
GO:0071034	CUT catabolic process
GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process
GO:0071036	nuclear polyadenylation-dependent snoRNA catabolic process
GO:0071037	nuclear polyadenylation-dependent snRNA catabolic process
GO:0071038	nuclear polyadenylation-dependent tRNA catabolic process
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process
GO:0071044	histone mRNA catabolic process
GO:0071048	nuclear retention of unspliced pre-mRNA at the site of transcription
GO:0071049	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
GO:0071050	snoRNA polyadenylation
GO:0071051	polyadenylation-dependent snoRNA 3'-end processing
GO:0071071	regulation of phospholipid biosynthetic process
GO:0071072	negative regulation of phospholipid biosynthetic process
GO:0071108	protein K48-linked deubiquitination
GO:0071139	resolution of recombination intermediates
GO:0071157	negative regulation of cell cycle arrest
GO:0071163	DNA replication preinitiation complex assembly
GO:0071168	protein localization to chromatin
GO:0071169	establishment of protein localization to chromatin
GO:0071171	site-specific DNA replication termination at RTS1 barrier
GO:0071205	protein localization to juxtaparanode region of axon
GO:0071218	cellular response to misfolded protein
GO:0071222	cellular response to lipopolysaccharide
GO:0071230	cellular response to amino acid stimulus
GO:0071233	cellular response to leucine
GO:0071236	cellular response to antibiotic
GO:0071243	cellular response to arsenic-containing substance
GO:0071260	cellular response to mechanical stimulus
GO:0071264	positive regulation of translational initiation in response to starvation
GO:0071266	'de novo' L-methionine biosynthetic process
GO:0071276	cellular response to cadmium ion
GO:0071277	cellular response to calcium ion
GO:0071283	cellular response to iron(III) ion
GO:0071287	cellular response to manganese ion
GO:0071294	cellular response to zinc ion
GO:0071299	cellular response to vitamin A
GO:0071300	cellular response to retinoic acid
GO:0071305	cellular response to vitamin D
GO:0071310	cellular response to organic substance
GO:0071314	cellular response to cocaine
GO:0071320	cellular response to cAMP
GO:0071333	cellular response to glucose stimulus
GO:0071340	skeletal muscle acetylcholine-gated channel clustering
GO:0071345	cellular response to cytokine stimulus
GO:0071346	cellular response to interferon-gamma
GO:0071347	cellular response to interleukin-1
GO:0071354	cellular response to interleukin-6
GO:0071356	cellular response to tumor necrosis factor
GO:0071360	cellular response to exogenous dsRNA
GO:0071361	cellular response to ethanol
GO:0071363	cellular response to growth factor stimulus
GO:0071364	cellular response to epidermal growth factor stimulus
GO:0071375	cellular response to peptide hormone stimulus
GO:0071376	cellular response to corticotropin-releasing hormone stimulus
GO:0071379	cellular response to prostaglandin stimulus
GO:0071383	cellular response to steroid hormone stimulus
GO:0071385	cellular response to glucocorticoid stimulus
GO:0071391	cellular response to estrogen stimulus
GO:0071392	cellular response to estradiol stimulus
GO:0071393	cellular response to progesterone stimulus
GO:0071405	cellular response to methanol
GO:0071407	cellular response to organic cyclic compound
GO:0071422	succinate transmembrane transport
GO:0071423	malate transmembrane transport
GO:0071425	hematopoietic stem cell proliferation
GO:0071433	cell wall repair
GO:0071444	cellular response to pheromone
GO:0071456	cellular response to hypoxia
GO:0071466	cellular response to xenobiotic stimulus
GO:0071467	cellular response to pH
GO:0071468	cellular response to acidic pH
GO:0071470	cellular response to osmotic stress
GO:0071477	cellular hypotonic salinity response
GO:0071479	cellular response to ionizing radiation
GO:0071480	cellular response to gamma radiation
GO:0071481	cellular response to X-ray
GO:0071482	cellular response to light stimulus
GO:0071493	cellular response to UV-B
GO:0071494	cellular response to UV-C
GO:0071498	cellular response to fluid shear stress
GO:0071502	cellular response to temperature stimulus
GO:0071526	semaphorin-plexin signaling pathway
GO:0071528	tRNA re-export from nucleus
GO:0071539	protein localization to centrosome
GO:0071542	dopaminergic neuron differentiation
GO:0071543	diphosphoinositol polyphosphate metabolic process
GO:0071548	response to dexamethasone
GO:0071549	cellular response to dexamethasone stimulus
GO:0071557	histone H3-K27 demethylation
GO:0071560	cellular response to transforming growth factor beta stimulus
GO:0071569	protein ufmylation
GO:0071577	zinc ion transmembrane transport
GO:0071578	zinc ion import across plasma membrane
GO:0071585	detoxification of cadmium ion
GO:0071586	CAAX-box protein processing
GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0071599	otic vesicle development
GO:0071600	otic vesicle morphogenesis
GO:0071603	endothelial cell-cell adhesion
GO:0071621	granulocyte chemotaxis
GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system
GO:0071632	optomotor response
GO:0071636	positive regulation of transforming growth factor beta production
GO:0071651	positive regulation of chemokine (C-C motif) ligand 5 production
GO:0071678	olfactory bulb axon guidance
GO:0071679	commissural neuron axon guidance
GO:0071688	striated muscle myosin thick filament assembly
GO:0071690	cardiac muscle myosin thick filament assembly
GO:0071691	cardiac muscle thin filament assembly
GO:0071696	ectodermal placode development
GO:0071698	olfactory placode development
GO:0071699	olfactory placode morphogenesis
GO:0071704	organic substance metabolic process
GO:0071707	immunoglobulin heavy chain V-D-J recombination
GO:0071711	basement membrane organization
GO:0071712	ER-associated misfolded protein catabolic process
GO:0071732	cellular response to nitric oxide
GO:0071733	transcriptional activation by promoter-enhancer looping
GO:0071786	endoplasmic reticulum tubular network organization
GO:0071787	endoplasmic reticulum tubular network formation
GO:0071788	endoplasmic reticulum tubular network maintenance
GO:0071800	podosome assembly
GO:0071804	cellular potassium ion transport
GO:0071805	potassium ion transmembrane transport
GO:0071816	tail-anchored membrane protein insertion into ER membrane
GO:0071850	mitotic cell cycle arrest
GO:0071871	response to epinephrine
GO:0071878	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway
GO:0071881	adenylate cyclase-inhibiting adrenergic receptor signaling pathway
GO:0071894	histone H2B conserved C-terminal lysine ubiquitination
GO:0071896	protein localization to adherens junction
GO:0071897	DNA biosynthetic process
GO:0071900	regulation of protein serine/threonine kinase activity
GO:0071902	positive regulation of protein serine/threonine kinase activity
GO:0071907	determination of digestive tract left/right asymmetry
GO:0071908	determination of intestine left/right asymmetry
GO:0071910	determination of liver left/right asymmetry
GO:0071912	asynchronous neurotransmitter secretion
GO:0071918	urea transmembrane transport
GO:0071921	cohesin loading
GO:0071922	regulation of cohesin loading
GO:0071926	endocannabinoid signaling pathway
GO:0071929	alpha-tubulin acetylation
GO:0071930	negative regulation of transcription involved in G1/S transition of mitotic cell cycle
GO:0071932	replication fork reversal
GO:0071939	vitamin A import
GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0071962	mitotic sister chromatid cohesion, centromeric
GO:0071985	multivesicular body sorting pathway
GO:0072001	renal system development
GO:0072011	glomerular endothelium development
GO:0072015	glomerular visceral epithelial cell development
GO:0072019	proximal convoluted tubule development
GO:0072045	convergent extension involved in nephron morphogenesis
GO:0072046	establishment of planar polarity involved in nephron morphogenesis
GO:0072049	comma-shaped body morphogenesis
GO:0072050	S-shaped body morphogenesis
GO:0072068	late distal convoluted tubule development
GO:0072077	renal vesicle morphogenesis
GO:0072078	nephron tubule morphogenesis
GO:0072089	stem cell proliferation
GO:0072091	regulation of stem cell proliferation
GO:0072104	glomerular capillary formation
GO:0072107	positive regulation of ureteric bud formation
GO:0072112	glomerular visceral epithelial cell differentiation
GO:0072114	pronephros morphogenesis
GO:0072116	pronephros formation
GO:0072148	epithelial cell fate commitment
GO:0072149	glomerular visceral epithelial cell fate commitment
GO:0072156	distal tubule morphogenesis
GO:0072162	metanephric mesenchymal cell differentiation
GO:0072175	epithelial tube formation
GO:0072178	nephric duct morphogenesis
GO:0072196	proximal/distal pattern formation involved in pronephric nephron development
GO:0072277	metanephric glomerular capillary formation
GO:0072318	clathrin coat disassembly
GO:0072321	chaperone-mediated protein transport
GO:0072331	signal transduction by p53 class mediator
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
GO:0072334	UDP-galactose transmembrane transport
GO:0072344	rescue of stalled ribosome
GO:0072358	cardiovascular system development
GO:0072378	blood coagulation, fibrin clot formation
GO:0072383	plus-end-directed vesicle transport along microtubule
GO:0072384	organelle transport along microtubule
GO:0072425	signal transduction involved in G2 DNA damage checkpoint
GO:0072429	response to intra-S DNA damage checkpoint signaling
GO:0072488	ammonium transmembrane transport
GO:0072498	embryonic skeletal joint development
GO:0072507	divalent inorganic cation homeostasis
GO:0072513	positive regulation of secondary heart field cardioblast proliferation
GO:0072540	T-helper 17 cell lineage commitment
GO:0072554	blood vessel lumenization
GO:0072574	hepatocyte proliferation
GO:0072576	liver morphogenesis
GO:0072579	glycine receptor clustering
GO:0072583	clathrin-dependent endocytosis
GO:0072593	reactive oxygen species metabolic process
GO:0072657	protein localization to membrane
GO:0072659	protein localization to plasma membrane
GO:0072671	mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0072675	osteoclast fusion
GO:0072679	thymocyte migration
GO:0072684	mitochondrial tRNA 3'-trailer cleavage, endonucleolytic
GO:0072705	cellular response to mercaptoethanol
GO:0072711	cellular response to hydroxyurea
GO:0072755	cellular response to benomyl
GO:0080009	mRNA methylation
GO:0080058	protein deglutathionylation
GO:0080111	DNA demethylation
GO:0080129	proteasome core complex assembly
GO:0080182	histone H3-K4 trimethylation
GO:0085029	extracellular matrix assembly
GO:0085033	positive regulation by symbiont of host I-kappaB kinase/NF-kappaB cascade
GO:0086001	cardiac muscle cell action potential
GO:0086002	cardiac muscle cell action potential involved in contraction
GO:0086004	regulation of cardiac muscle cell contraction
GO:0086005	ventricular cardiac muscle cell action potential
GO:0086009	membrane repolarization
GO:0086010	membrane depolarization during action potential
GO:0086013	membrane repolarization during cardiac muscle cell action potential
GO:0086019	cell-cell signaling involved in cardiac conduction
GO:0086030	adenylate cyclase-activating adrenergic receptor signaling pathway involved in cardiac muscle relaxation
GO:0086091	regulation of heart rate by cardiac conduction
GO:0089700	protein kinase D signaling
GO:0090008	hypoblast development
GO:0090009	primitive streak formation
GO:0090017	anterior neural plate formation
GO:0090022	regulation of neutrophil chemotaxis
GO:0090023	positive regulation of neutrophil chemotaxis
GO:0090024	negative regulation of neutrophil chemotaxis
GO:0090036	regulation of protein kinase C signaling
GO:0090037	positive regulation of protein kinase C signaling
GO:0090038	negative regulation of protein kinase C signaling
GO:0090049	regulation of cell migration involved in sprouting angiogenesis
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis
GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis
GO:0090065	regulation of production of siRNA involved in RNA interference
GO:0090071	negative regulation of ribosome biogenesis
GO:0090075	relaxation of muscle
GO:0090076	relaxation of skeletal muscle
GO:0090090	negative regulation of canonical Wnt signaling pathway
GO:0090104	pancreatic epsilon cell differentiation
GO:0090110	cargo loading into COPII-coated vesicle
GO:0090114	COPII-coated vesicle budding
GO:0090116	C-5 methylation of cytosine
GO:0090118	receptor-mediated endocytosis involved in cholesterol transport
GO:0090128	regulation of synapse maturation
GO:0090131	mesenchyme migration
GO:0090133	mesendoderm migration
GO:0090134	cell migration involved in mesendoderm migration
GO:0090136	epithelial cell-cell adhesion
GO:0090140	regulation of mitochondrial fission
GO:0090141	positive regulation of mitochondrial fission
GO:0090148	membrane fission
GO:0090149	mitochondrial membrane fission
GO:0090150	establishment of protein localization to membrane
GO:0090155	negative regulation of sphingolipid biosynthetic process
GO:0090156	cellular sphingolipid homeostasis
GO:0090162	establishment of epithelial cell polarity
GO:0090166	Golgi disassembly
GO:0090168	Golgi reassembly
GO:0090171	chondrocyte morphogenesis
GO:0090179	planar cell polarity pathway involved in neural tube closure
GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis
GO:0090200	positive regulation of release of cytochrome c from mitochondria
GO:0090201	negative regulation of release of cytochrome c from mitochondria
GO:0090222	centrosome-templated microtubule nucleation
GO:0090235	regulation of metaphase plate congression
GO:0090242	retinoic acid receptor signaling pathway involved in somitogenesis
GO:0090243	fibroblast growth factor receptor signaling pathway involved in somitogenesis
GO:0090244	Wnt signaling pathway involved in somitogenesis
GO:0090245	axis elongation involved in somitogenesis
GO:0090248	cell migration involved in somitogenic axis elongation
GO:0090259	regulation of retinal ganglion cell axon guidance
GO:0090263	positive regulation of canonical Wnt signaling pathway
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090274	positive regulation of somatostatin secretion
GO:0090281	negative regulation of calcium ion import
GO:0090286	cytoskeletal anchoring at nuclear membrane
GO:0090299	regulation of neural crest formation
GO:0090301	negative regulation of neural crest formation
GO:0090303	positive regulation of wound healing
GO:0090305	nucleic acid phosphodiester bond hydrolysis
GO:0090307	mitotic spindle assembly
GO:0090309	positive regulation of methylation-dependent chromatin silencing
GO:0090314	positive regulation of protein targeting to membrane
GO:0090315	negative regulation of protein targeting to membrane
GO:0090316	positive regulation of intracellular protein transport
GO:0090317	negative regulation of intracellular protein transport
GO:0090324	negative regulation of oxidative phosphorylation
GO:0090329	regulation of DNA-dependent DNA replication
GO:0090336	positive regulation of brown fat cell differentiation
GO:0090342	regulation of cell aging
GO:0090344	negative regulation of cell aging
GO:0090365	regulation of mRNA modification
GO:0090382	phagosome maturation
GO:0090385	phagosome-lysosome fusion
GO:0090387	phagolysosome assembly involved in apoptotic cell clearance
GO:0090398	cellular senescence
GO:0090399	replicative senescence
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport
GO:0090497	mesenchymal cell migration
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic
GO:0090504	epiboly
GO:0090527	actin filament reorganization
GO:0090557	establishment of endothelial intestinal barrier
GO:0090559	regulation of membrane permeability
GO:0090594	inflammatory response to wounding
GO:0090630	activation of GTPase activity
GO:0090646	mitochondrial tRNA processing
GO:0090650	cellular response to oxygen-glucose deprivation
GO:0090660	cerebrospinal fluid circulation
GO:0097009	energy homeostasis
GO:0097010	eukaryotic translation initiation factor 4F complex assembly
GO:0097036	regulation of plasma membrane sterol distribution
GO:0097037	heme export
GO:0097039	protein linear polyubiquitination
GO:0097053	L-kynurenine catabolic process
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0097061	dendritic spine organization
GO:0097062	dendritic spine maintenance
GO:0097065	anterior head development
GO:0097066	response to thyroid hormone
GO:0097101	blood vessel endothelial cell fate specification
GO:0097104	postsynaptic membrane assembly
GO:0097105	presynaptic membrane assembly
GO:0097107	postsynaptic density assembly
GO:0097111	endoplasmic reticulum-Golgi intermediate compartment organization
GO:0097112	gamma-aminobutyric acid receptor clustering
GO:0097120	receptor localization to synapse
GO:0097150	neuronal stem cell population maintenance
GO:0097154	GABAergic neuron differentiation
GO:0097155	fasciculation of sensory neuron axon
GO:0097156	fasciculation of motor neuron axon
GO:0097178	ruffle assembly
GO:0097190	apoptotic signaling pathway
GO:0097191	extrinsic apoptotic signaling pathway
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand
GO:0097193	intrinsic apoptotic signaling pathway
GO:0097194	execution phase of apoptosis
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress
GO:0097205	renal filtration
GO:0097241	hematopoietic stem cell migration to bone marrow
GO:0097250	mitochondrial respiratory chain supercomplex assembly
GO:0097264	self proteolysis
GO:0097272	ammonia homeostasis
GO:0097306	cellular response to alcohol
GO:0097309	cap1 mRNA methylation
GO:0097310	cap2 mRNA methylation
GO:0097320	plasma membrane tubulation
GO:0097324	melanocyte migration
GO:0097325	melanocyte proliferation
GO:0097345	mitochondrial outer membrane permeabilization
GO:0097350	neutrophil clearance
GO:0097352	autophagosome maturation
GO:0097374	sensory neuron axon guidance
GO:0097379	dorsal spinal cord interneuron posterior axon guidance
GO:0097380	dorsal spinal cord interneuron anterior axon guidance
GO:0097401	synaptic vesicle lumen acidification
GO:0097421	liver regeneration
GO:0097428	protein maturation by iron-sulfur cluster transfer
GO:0097435	supramolecular fiber organization
GO:0097475	motor neuron migration
GO:0097477	lateral motor column neuron migration
GO:0097484	dendrite extension
GO:0097485	neuron projection guidance
GO:0097500	receptor localization to non-motile cilium
GO:0097510	base-excision repair, AP site formation via deaminated base removal
GO:0097535	lymphoid lineage cell migration into thymus
GO:0097552	mitochondrial double-strand break repair via homologous recombination
GO:0097623	potassium ion export across plasma membrane
GO:0097638	L-arginine import across plasma membrane
GO:0097681	double-strand break repair via alternative nonhomologous end joining
GO:0097704	cellular response to oscillatory fluid shear stress
GO:0097711	ciliary basal body-plasma membrane docking
GO:0097720	calcineurin-mediated signaling
GO:0097746	regulation of blood vessel diameter
GO:0097749	membrane tubulation
GO:0097755	positive regulation of blood vessel diameter
GO:0098504	DNA 3' dephosphorylation involved in DNA repair
GO:0098508	endothelial to hematopoietic transition
GO:0098528	skeletal muscle fiber differentiation
GO:0098529	neuromuscular junction development, skeletal muscle fiber
GO:0098530	positive regulation of strand invasion
GO:0098534	centriole assembly
GO:0098535	de novo centriole assembly involved in multi-ciliated epithelial cell differentiation
GO:0098609	cell-cell adhesion
GO:0098655	cation transmembrane transport
GO:0098656	anion transmembrane transport
GO:0098700	neurotransmitter loading into synaptic vesicle
GO:0098703	calcium ion import across plasma membrane
GO:0098706	ferric iron import across plasma membrane
GO:0098719	sodium ion import across plasma membrane
GO:0098725	symmetric cell division
GO:0098727	maintenance of cell number
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules
GO:0098749	cerebellar neuron development
GO:0098754	detoxification
GO:0098773	skin epidermis development
GO:0098789	pre-mRNA cleavage required for polyadenylation
GO:0098856	intestinal lipid absorption
GO:0098868	bone growth
GO:0098884	postsynaptic neurotransmitter receptor internalization
GO:0098887	neurotransmitter receptor transport, endosome to postsynaptic membrane
GO:0098900	regulation of action potential
GO:0098921	retrograde trans-synaptic signaling by endocannabinoid
GO:0098930	axonal transport
GO:0098943	neurotransmitter receptor transport, postsynaptic endosome to lysosome
GO:0098957	anterograde axonal transport of mitochondrion
GO:0098958	retrograde axonal transport of mitochondrion
GO:0098968	neurotransmitter receptor transport postsynaptic membrane to endosome
GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping
GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex
GO:0098990	AMPA selective glutamate receptor signaling pathway
GO:0099044	vesicle tethering to endoplasmic reticulum
GO:0099054	presynapse assembly
GO:0099093	calcium export from the mitochondrion
GO:0099509	regulation of presynaptic cytosolic calcium ion concentration
GO:0099518	vesicle cytoskeletal trafficking
GO:0099525	presynaptic dense core vesicle exocytosis
GO:0099536	synaptic signaling
GO:0099555	trans-synaptic signaling by nitric oxide, modulating synaptic transmission
GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission
GO:0099590	neurotransmitter receptor internalization
GO:0101030	tRNA-guanine transglycosylation
GO:0106014	regulation of inflammatory response to wounding
GO:0106045	guanine deglycation, methylglyoxal removal
GO:0106046	guanine deglycation, glyoxal removal
GO:0106047	polyamine deacetylation
GO:0106048	spermidine deacetylation
GO:0106064	regulation of cobalamin metabolic process
GO:0106071	positive regulation of adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0106072	negative regulation of adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0106077	histone succinylation
GO:0110025	DNA strand resection involved in replication fork processing
GO:0110032	positive regulation of G2/MI transition of meiotic cell cycle
GO:0110104	mRNA alternative polyadenylation
GO:0120009	intermembrane lipid transfer
GO:0120029	proton export across plasma membrane
GO:0120049	snRNA (adenine-N6)-methylation
GO:0120077	angiogenic sprout fusion
GO:0120078	cell adhesion involved in sprouting angiogenesis
GO:0140014	mitotic nuclear division
GO:0140018	regulation of cytoplasmic translational fidelity
GO:0140059	dendrite arborization
GO:0140060	axon arborization
GO:1900003	regulation of serine-type endopeptidase activity
GO:1900006	positive regulation of dendrite development
GO:1900011	negative regulation of corticotropin-releasing hormone receptor activity
GO:1900025	negative regulation of substrate adhesion-dependent cell spreading
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
GO:1900027	regulation of ruffle assembly
GO:1900029	positive regulation of ruffle assembly
GO:1900052	regulation of retinoic acid biosynthetic process
GO:1900060	negative regulation of ceramide biosynthetic process
GO:1900076	regulation of cellular response to insulin stimulus
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle
GO:1900107	regulation of nodal signaling pathway
GO:1900108	negative regulation of nodal signaling pathway
GO:1900111	positive regulation of histone H3-K9 dimethylation
GO:1900119	positive regulation of execution phase of apoptosis
GO:1900125	regulation of hyaluronan biosynthetic process
GO:1900136	regulation of chemokine activity
GO:1900138	negative regulation of phospholipase A2 activity
GO:1900145	regulation of nodal signaling pathway involved in determination of left/right asymmetry
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:1900158	negative regulation of bone mineralization involved in bone maturation
GO:1900176	negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1900186	negative regulation of clathrin-dependent endocytosis
GO:1900194	negative regulation of oocyte maturation
GO:1900226	negative regulation of NLRP3 inflammasome complex assembly
GO:1900271	regulation of long-term synaptic potentiation
GO:1900364	negative regulation of mRNA polyadenylation
GO:1900365	positive regulation of mRNA polyadenylation
GO:1900383	regulation of synaptic plasticity by receptor localization to synapse
GO:1900407	regulation of cellular response to oxidative stress
GO:1900535	palmitic acid biosynthetic process
GO:1900744	regulation of p38MAPK cascade
GO:1900746	regulation of vascular endothelial growth factor signaling pathway
GO:1900748	positive regulation of vascular endothelial growth factor signaling pathway
GO:1901006	ubiquinone-6 biosynthetic process
GO:1901031	regulation of response to reactive oxygen species
GO:1901053	sarcosine catabolic process
GO:1901096	regulation of autophagosome maturation
GO:1901097	negative regulation of autophagosome maturation
GO:1901135	carbohydrate derivative metabolic process
GO:1901137	carbohydrate derivative biosynthetic process
GO:1901165	positive regulation of trophoblast cell migration
GO:1901166	neural crest cell migration involved in autonomic nervous system development
GO:1901203	positive regulation of extracellular matrix assembly
GO:1901207	regulation of heart looping
GO:1901210	regulation of cardiac chamber formation
GO:1901214	regulation of neuron death
GO:1901222	regulation of NIK/NF-kappaB signaling
GO:1901232	regulation of convergent extension involved in axis elongation
GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair
GO:1901291	negative regulation of double-strand break repair via single-strand annealing
GO:1901315	negative regulation of histone H2A K63-linked ubiquitination
GO:1901342	regulation of vasculature development
GO:1901343	negative regulation of vasculature development
GO:1901385	regulation of voltage-gated calcium channel activity
GO:1901386	negative regulation of voltage-gated calcium channel activity
GO:1901387	positive regulation of voltage-gated calcium channel activity
GO:1901389	negative regulation of transforming growth factor beta activation
GO:1901407	regulation of phosphorylation of RNA polymerase II C-terminal domain
GO:1901409	positive regulation of phosphorylation of RNA polymerase II C-terminal domain
GO:1901475	pyruvate transmembrane transport
GO:1901492	positive regulation of lymphangiogenesis
GO:1901532	regulation of hematopoietic progenitor cell differentiation
GO:1901533	negative regulation of hematopoietic progenitor cell differentiation
GO:1901534	positive regulation of hematopoietic progenitor cell differentiation
GO:1901537	positive regulation of DNA demethylation
GO:1901546	regulation of synaptic vesicle lumen acidification
GO:1901565	organonitrogen compound catabolic process
GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning
GO:1901642	nucleoside transmembrane transport
GO:1901673	regulation of mitotic spindle assembly
GO:1901727	positive regulation of histone deacetylase activity
GO:1901739	regulation of myoblast fusion
GO:1901741	positive regulation of myoblast fusion
GO:1901750	leukotriene D4 biosynthetic process
GO:1901827	zeaxanthin biosynthetic process
GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I
