GO_IDs	GO_terms
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity
GO:0034511	U3 snoRNA binding
GO:0034513	box H/ACA snoRNA binding
GO:0034584	piRNA binding
GO:0034595	phosphatidylinositol phosphate 5-phosphatase activity
GO:0034596	phosphatidylinositol phosphate 4-phosphatase activity
GO:0034597	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity
GO:0034618	arginine binding
GO:0034632	retinol transmembrane transporter activity
GO:0034647	histone demethylase activity (H3-trimethyl-K4 specific)
GO:0034648	histone demethylase activity (H3-dimethyl-K4 specific)
GO:0034713	type I transforming growth factor beta receptor binding
GO:0034722	gamma-glutamyl-peptidase activity
GO:0034736	cholesterol O-acyltransferase activity
GO:0034979	NAD-dependent protein deacetylase activity
GO:0034986	iron chaperone activity
GO:0034987	immunoglobulin receptor binding
GO:0035004	phosphatidylinositol 3-kinase activity
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity
GO:0035014	phosphatidylinositol 3-kinase regulator activity
GO:0035035	histone acetyltransferase binding
GO:0035064	methylated histone binding
GO:0035091	phosphatidylinositol binding
GO:0035173	histone kinase activity
GO:0035174	histone serine kinase activity
GO:0035197	siRNA binding
GO:0035198	miRNA binding
GO:0035226	glutamate-cysteine ligase catalytic subunit binding
GO:0035240	dopamine binding
GO:0035241	protein-arginine omega-N monomethyltransferase activity
GO:0035242	protein-arginine omega-N asymmetric methyltransferase activity
GO:0035243	protein-arginine omega-N symmetric methyltransferase activity
GO:0035250	UDP-galactosyltransferase activity
GO:0035251	UDP-glucosyltransferase activity
GO:0035252	UDP-xylosyltransferase activity
GO:0035255	ionotropic glutamate receptor binding
GO:0035256	G-protein coupled glutamate receptor binding
GO:0035257	nuclear hormone receptor binding
GO:0035259	glucocorticoid receptor binding
GO:0035299	inositol pentakisphosphate 2-kinase activity
GO:0035312	5'-3' exodeoxyribonuclease activity
GO:0035374	chondroitin sulfate binding
GO:0035379	carbon dioxide transmembrane transporter activity
GO:0035381	ATP-gated ion channel activity
GO:0035403	histone kinase activity (H3-T6 specific)
GO:0035438	cyclic-di-GMP binding
GO:0035497	cAMP response element binding
GO:0035515	oxidative RNA demethylase activity
GO:0035516	oxidative DNA demethylase activity
GO:0035529	NADH pyrophosphatase activity
GO:0035575	histone demethylase activity (H4-K20 specific)
GO:0035591	signaling adaptor activity
GO:0035598	N6-threonylcarbomyladenosine methylthiotransferase activity
GO:0035605	peptidyl-cysteine S-nitrosylase activity
GO:0035613	RNA stem-loop binding
GO:0035614	snRNA stem-loop binding
GO:0035615	clathrin adaptor activity
GO:0035642	histone methyltransferase activity (H3-R17 specific)
GO:0035643	L-DOPA receptor activity
GO:0035650	AP-1 adaptor complex binding
GO:0035651	AP-3 adaptor complex binding
GO:0035673	oligopeptide transmembrane transporter activity
GO:0035755	cardiolipin hydrolase activity
GO:0035925	mRNA 3'-UTR AU-rich region binding
GO:0035939	microsatellite binding
GO:0036002	pre-mRNA binding
GO:0036042	long-chain fatty acyl-CoA binding
GO:0036054	protein-malonyllysine demalonylase activity
GO:0036055	protein-succinyllysine desuccinylase activity
GO:0036094	small molecule binding
GO:0036122	BMP binding
GO:0036137	kynurenine aminotransferase activity
GO:0036139	peptidyl-histidine dioxygenase activity
GO:0036140	peptidyl-asparagine 3-dioxygenase activity
GO:0036143	kringle domain binding
GO:0036310	annealing helicase activity
GO:0036328	VEGF-C-activated receptor activity
GO:0036374	glutathione hydrolase activity
GO:0036402	proteasome-activating ATPase activity
GO:0036435	K48-linked polyubiquitin modification-dependent protein binding
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity
GO:0036524	protein deglycase activity
GO:0038006	netrin receptor activity involved in chemoattraction
GO:0038021	leptin receptor activity
GO:0038023	signaling receptor activity
GO:0038036	sphingosine-1-phosphate receptor activity
GO:0038046	enkephalin receptor activity
GO:0038047	morphine receptor activity
GO:0038048	dynorphin receptor activity
GO:0038052	RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding
GO:0038062	protein tyrosine kinase collagen receptor activity
GO:0038100	nodal binding
GO:0038191	neuropilin binding
GO:0039706	co-receptor binding
GO:0042030	ATPase inhibitor activity
GO:0042043	neurexin family protein binding
GO:0042054	histone methyltransferase activity
GO:0042056	chemoattractant activity
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
GO:0042134	rRNA primary transcript binding
GO:0042162	telomeric DNA binding
GO:0042165	neurotransmitter binding
GO:0042166	acetylcholine binding
GO:0042277	peptide binding
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity
GO:0042282	hydroxymethylglutaryl-CoA reductase activity
GO:0042284	sphingolipid delta-4 desaturase activity
GO:0042285	xylosyltransferase activity
GO:0042287	MHC protein binding
GO:0042289	MHC class II protein binding
GO:0042292	URM1 activating enzyme activity
GO:0042301	phosphate ion binding
GO:0042324	hypocretin receptor binding
GO:0042393	histone binding
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
GO:0042562	hormone binding
GO:0042577	lipid phosphatase activity
GO:0042578	phosphoric ester hydrolase activity
GO:0042586	peptide deformylase activity
GO:0042609	CD4 receptor binding
GO:0042615	CD154 receptor binding
GO:0042623	ATPase activity, coupled
GO:0042625	ATPase coupled ion transmembrane transporter activity
GO:0042626	ATPase activity, coupled to transmembrane movement of substances
GO:0042781	3'-tRNA processing endoribonuclease activity
GO:0042799	histone methyltransferase activity (H4-K20 specific)
GO:0042800	histone methyltransferase activity (H3-K4 specific)
GO:0042802	identical protein binding
GO:0042803	protein homodimerization activity
GO:0042806	fucose binding
GO:0042813	Wnt-activated receptor activity
GO:0042826	histone deacetylase binding
GO:0042834	peptidoglycan binding
GO:0042895	antibiotic transmembrane transporter activity
GO:0042903	tubulin deacetylase activity
GO:0042923	neuropeptide binding
GO:0042954	lipoprotein transporter activity
GO:0042974	retinoic acid receptor binding
GO:0042975	peroxisome proliferator activated receptor binding
GO:0042978	ornithine decarboxylase activator activity
GO:0043014	alpha-tubulin binding
GO:0043015	gamma-tubulin binding
GO:0043021	ribonucleoprotein complex binding
GO:0043022	ribosome binding
GO:0043023	ribosomal large subunit binding
GO:0043024	ribosomal small subunit binding
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
GO:0043047	single-stranded telomeric DNA binding
GO:0043121	neurotrophin binding
GO:0043130	ubiquitin binding
GO:0043138	3'-5' DNA helicase activity
GO:0043140	ATP-dependent 3'-5' DNA helicase activity
GO:0043141	ATP-dependent 5'-3' DNA helicase activity
GO:0043142	single-stranded DNA-dependent ATPase activity
GO:0043169	cation binding
GO:0043177	organic acid binding
GO:0043183	vascular endothelial growth factor receptor 1 binding
GO:0043184	vascular endothelial growth factor receptor 2 binding
GO:0043185	vascular endothelial growth factor receptor 3 binding
GO:0043236	laminin binding
GO:0043262	adenosine-diphosphatase activity
GO:0043295	glutathione binding
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding
GO:0043394	proteoglycan binding
GO:0043404	corticotropin-releasing hormone receptor activity
GO:0043425	bHLH transcription factor binding
GO:0043495	protein membrane anchor
GO:0043515	kinetochore binding
GO:0043531	ADP binding
GO:0043539	protein serine/threonine kinase activator activity
GO:0043546	molybdopterin cofactor binding
GO:0043548	phosphatidylinositol 3-kinase binding
GO:0043560	insulin receptor substrate binding
GO:0043565	sequence-specific DNA binding
GO:0043621	protein self-association
GO:0043682	copper-transporting ATPase activity
GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity
GO:0043716	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity
GO:0043734	DNA-N1-methyladenine dioxygenase activity
GO:0043739	G/U mismatch-specific uracil-DNA glycosylase activity
GO:0043783	oxidoreductase activity, oxidizing metal ions with flavin as acceptor
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity
GO:0043874	acireductone synthase activity
GO:0043890	N-acetylgalactosamine-6-sulfatase activity
GO:0043914	NADPH:sulfur oxidoreductase activity
GO:0043995	histone acetyltransferase activity (H4-K5 specific)
GO:0043996	histone acetyltransferase activity (H4-K8 specific)
GO:0043998	H2A histone acetyltransferase activity
GO:0044020	histone methyltransferase activity (H4-R3 specific)
GO:0044183	protein binding involved in protein folding
GO:0044212	transcription regulatory region DNA binding
GO:0044325	ion channel binding
GO:0044378	non-sequence-specific DNA binding, bending
GO:0044390	ubiquitin-like protein conjugating enzyme binding
GO:0044547	DNA topoisomerase binding
GO:0044548	S100 protein binding
GO:0044549	GTP cyclohydrolase binding
GO:0044610	FMN transmembrane transporter activity
GO:0044715	8-oxo-dGDP phosphatase activity
GO:0044716	8-oxo-GDP phosphatase activity
GO:0044717	8-hydroxy-dADP phosphatase activity
GO:0044729	hemi-methylated DNA-binding
GO:0044736	acid-sensing ion channel activity
GO:0044877	protein-containing complex binding
GO:0045027	DNA end binding
GO:0045028	G-protein coupled purinergic nucleotide receptor activity
GO:0045130	keratan sulfotransferase activity
GO:0045131	pre-mRNA branch point binding
GO:0045134	uridine-diphosphatase activity
GO:0045145	single-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0045153	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity
GO:0045174	glutathione dehydrogenase (ascorbate) activity
GO:0045182	translation regulator activity
GO:0045294	alpha-catenin binding
GO:0045295	gamma-catenin binding
GO:0045296	cadherin binding
GO:0045322	unmethylated CpG binding
GO:0045499	chemorepellent activity
GO:0045503	dynein light chain binding
GO:0045504	dynein heavy chain binding
GO:0045505	dynein intermediate chain binding
GO:0045545	syndecan binding
GO:0046332	SMAD binding
GO:0046403	polynucleotide 3'-phosphatase activity
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046527	glucosyltransferase activity
GO:0046539	histamine N-methyltransferase activity
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0046570	methylthioribulose 1-phosphate dehydratase activity
GO:0046592	polyamine oxidase activity
GO:0046848	hydroxyapatite binding
GO:0046872	metal ion binding
GO:0046873	metal ion transmembrane transporter activity
GO:0046875	ephrin receptor binding
GO:0046899	nucleoside triphosphate adenylate kinase activity
GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0046914	transition metal ion binding
GO:0046920	alpha-(1->3)-fucosyltransferase activity
GO:0046921	alpha-(1->6)-fucosyltransferase activity
GO:0046922	peptide-O-fucosyltransferase activity
GO:0046923	ER retention sequence binding
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity
GO:0046961	proton-transporting ATPase activity, rotational mechanism
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046966	thyroid hormone receptor binding
GO:0046969	NAD-dependent histone deacetylase activity (H3-K9 specific)
GO:0046970	NAD-dependent histone deacetylase activity (H4-K16 specific)
GO:0046972	histone acetyltransferase activity (H4-K16 specific)
GO:0046974	histone methyltransferase activity (H3-K9 specific)
GO:0046975	histone methyltransferase activity (H3-K36 specific)
GO:0046976	histone methyltransferase activity (H3-K27 specific)
GO:0046979	TAP2 binding
GO:0046982	protein heterodimerization activity
GO:0046983	protein dimerization activity
GO:0047006	17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity
GO:0047025	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity
GO:0047035	testosterone dehydrogenase (NAD+) activity
GO:0047044	androstan-3-alpha,17-beta-diol dehydrogenase activity
GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity
GO:0047105	4-trimethylammoniobutyraldehyde dehydrogenase activity
GO:0047134	protein-disulfide reductase activity
GO:0047150	betaine-homocysteine S-methyltransferase activity
GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity
GO:0047186	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity
GO:0047192	1-alkylglycerophosphocholine O-acetyltransferase activity
GO:0047223	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
GO:0047256	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity
GO:0047291	lactosylceramide alpha-2,3-sialyltransferase activity
GO:0047293	4-hydroxybenzoate nonaprenyltransferase activity
GO:0047315	kynurenine-glyoxylate transaminase activity
GO:0047325	inositol tetrakisphosphate 1-kinase activity
GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity
GO:0047372	acylglycerol lipase activity
GO:0047389	glycerophosphocholine phosphodiesterase activity
GO:0047390	glycerophosphocholine cholinephosphodiesterase activity
GO:0047391	alkylglycerophosphoethanolamine phosphodiesterase activity
GO:0047402	protein-glucosylgalactosylhydroxylysine glucosidase activity
GO:0047408	alkenylglycerophosphocholine hydrolase activity
GO:0047409	alkenylglycerophosphoethanolamine hydrolase activity
GO:0047429	nucleoside-triphosphate diphosphatase activity
GO:0047442	17-alpha-hydroxyprogesterone aldolase activity
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0047464	heparosan-N-sulfate-glucuronate 5-epimerase activity
GO:0047485	protein N-terminus binding
GO:0047493	ceramide cholinephosphotransferase activity
GO:0047498	calcium-dependent phospholipase A2 activity
GO:0047522	15-oxoprostaglandin 13-oxidase activity
GO:0047545	2-hydroxyglutarate dehydrogenase activity
GO:0047547	2-methylcitrate dehydratase activity
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity
GO:0047560	3-dehydrosphinganine reductase activity
GO:0047598	7-dehydrocholesterol reductase activity
GO:0047611	acetylspermidine deacetylase activity
GO:0047613	aconitate decarboxylase activity
GO:0047617	acyl-CoA hydrolase activity
GO:0047620	acylglycerol kinase activity
GO:0047631	ADP-ribose diphosphatase activity
GO:0047710	bis(5'-adenosyl)-triphosphatase activity
GO:0047734	CDP-glycerol diphosphatase activity
GO:0047750	cholestenol delta-isomerase activity
GO:0047751	cholestenone 5-alpha-reductase activity
GO:0047756	chondroitin 4-sulfotransferase activity
GO:0047777	(3S)-citramalyl-CoA lyase activity
GO:0047804	cysteine-S-conjugate beta-lyase activity
GO:0047837	D-xylose 1-dehydrogenase (NADP+) activity
GO:0047865	dimethylglycine dehydrogenase activity
GO:0047874	dolichyldiphosphatase activity
GO:0047940	glucuronokinase activity
GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0047961	glycine N-acyltransferase activity
GO:0047992	hydroxylysine kinase activity
GO:0048018	receptor ligand activity
GO:0048019	receptor antagonist activity
GO:0048020	CCR chemokine receptor binding
GO:0048027	mRNA 5'-UTR binding
GO:0048029	monosaccharide binding
GO:0048030	disaccharide binding
GO:0048037	cofactor binding
GO:0048038	quinone binding
GO:0048039	ubiquinone binding
GO:0048040	UDP-glucuronate decarboxylase activity
GO:0048185	activin binding
GO:0048244	phytanoyl-CoA dioxygenase activity
GO:0048256	flap endonuclease activity
GO:0048257	3'-flap endonuclease activity
GO:0048270	methionine adenosyltransferase regulator activity
GO:0048306	calcium-dependent protein binding
GO:0048365	Rac GTPase binding
GO:0048487	beta-tubulin binding
GO:0048763	calcium-induced calcium release activity
GO:0050023	L-fuconate dehydratase activity
GO:0050031	L-pipecolate oxidase activity
GO:0050038	L-xylulose reductase (NADP+) activity
GO:0050072	m7G(5')pppN diphosphatase activity
GO:0050080	malonyl-CoA decarboxylase activity
GO:0050113	inositol oxygenase activity
GO:0050121	N-acylglucosamine 2-epimerase activity
GO:0050152	omega-amidase activity
GO:0050185	phosphatidylinositol deacylase activity
GO:0050211	procollagen galactosyltransferase activity
GO:0050220	prostaglandin-E synthase activity
GO:0050251	retinol isomerase activity
GO:0050253	retinyl-palmitate esterase activity
GO:0050254	rhodopsin kinase activity
GO:0050265	RNA uridylyltransferase activity
GO:0050277	sedoheptulokinase activity
GO:0050290	sphingomyelin phosphodiesterase D activity
GO:0050291	sphingosine N-acyltransferase activity
GO:0050313	sulfur dioxygenase activity
GO:0050321	tau-protein kinase activity
GO:0050333	thiamin-triphosphatase activity
GO:0050353	trimethyllysine dioxygenase activity
GO:0050355	triphosphatase activity
GO:0050429	calcium-dependent phospholipase C activity
GO:0050431	transforming growth factor beta binding
GO:0050459	ethanolamine-phosphate phospho-lyase activity
GO:0050479	glyceryl-ether monooxygenase activity
GO:0050480	imidazolonepropionase activity
GO:0050501	hyaluronan synthase activity
GO:0050508	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
GO:0050509	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050577	GDP-L-fucose synthase activity
GO:0050649	testosterone 6-beta-hydroxylase activity
GO:0050656	3'-phosphoadenosine 5'-phosphosulfate binding
GO:0050660	flavin adenine dinucleotide binding
GO:0050661	NADP binding
GO:0050662	coenzyme binding
GO:0050681	androgen receptor binding
GO:0050699	WW domain binding
GO:0050700	CARD domain binding
GO:0050750	low-density lipoprotein particle receptor binding
GO:0050811	GABA receptor binding
GO:0050833	pyruvate transmembrane transporter activity
GO:0050839	cell adhesion molecule binding
GO:0050840	extracellular matrix binding
GO:0050897	cobalt ion binding
GO:0051010	microtubule plus-end binding
GO:0051011	microtubule minus-end binding
GO:0051015	actin filament binding
GO:0051018	protein kinase A binding
GO:0051019	mitogen-activated protein kinase binding
GO:0051020	GTPase binding
GO:0051033	RNA transmembrane transporter activity
GO:0051059	NF-kappaB binding
GO:0051082	unfolded protein binding
GO:0051087	chaperone binding
GO:0051117	ATPase binding
GO:0051119	sugar transmembrane transporter activity
GO:0051213	dioxygenase activity
GO:0051219	phosphoprotein binding
GO:0051287	NAD binding
GO:0051371	muscle alpha-actinin binding
GO:0051373	FATZ binding
GO:0051377	mannose-ethanolamine phosphotransferase activity
GO:0051378	serotonin binding
GO:0051424	corticotropin-releasing hormone binding
GO:0051427	hormone receptor binding
GO:0051428	peptide hormone receptor binding
GO:0051431	corticotropin-releasing hormone receptor 2 binding
GO:0051499	D-aminoacyl-tRNA deacylase activity
GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity
GO:0051536	iron-sulfur cluster binding
GO:0051537	2 iron, 2 sulfur cluster binding
GO:0051538	3 iron, 4 sulfur cluster binding
GO:0051539	4 iron, 4 sulfur cluster binding
GO:0051717	inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity
GO:0051721	protein phosphatase 2A binding
GO:0051723	protein methylesterase activity
GO:0051724	NAD transmembrane transporter activity
GO:0051736	ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity
GO:0051747	cytosine C-5 DNA demethylase activity
GO:0051750	delta3,5-delta2,4-dienoyl-CoA isomerase activity
GO:0051787	misfolded protein binding
GO:0051800	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity
GO:0051864	histone demethylase activity (H3-K36 specific)
GO:0051879	Hsp90 protein binding
GO:0051880	G-quadruplex DNA binding
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity
GO:0051908	double-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0051916	granulocyte colony-stimulating factor binding
GO:0051920	peroxiredoxin activity
GO:0051959	dynein light intermediate chain binding
GO:0051990	(R)-2-hydroxyglutarate dehydrogenase activity
GO:0051996	squalene synthase activity
GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity
GO:0051998	protein carboxyl O-methyltransferase activity
GO:0052381	tRNA dimethylallyltransferase activity
GO:0052597	diamine oxidase activity
GO:0052629	phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity
GO:0052650	NADP-retinol dehydrogenase activity
GO:0052654	L-leucine transaminase activity
GO:0052655	L-valine transaminase activity
GO:0052656	L-isoleucine transaminase activity
GO:0052657	guanine phosphoribosyltransferase activity
GO:0052689	carboxylic ester hydrolase activity
GO:0052717	tRNA-specific adenosine-34 deaminase activity
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity
GO:0052735	tRNA (cytosine-3-)-methyltransferase activity
GO:0052745	inositol phosphate phosphatase activity
GO:0052751	GDP-mannose hydrolase activity
GO:0052832	inositol monophosphate 3-phosphatase activity
GO:0052833	inositol monophosphate 4-phosphatase activity
GO:0052834	inositol monophosphate phosphatase activity
GO:0052851	ferric-chelate reductase (NADPH) activity
GO:0052853	long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity
GO:0052855	ADP-dependent NAD(P)H-hydrate dehydratase activity
GO:0052856	NADHX epimerase activity
GO:0052857	NADPHX epimerase activity
GO:0052858	peptidyl-lysine acetyltransferase activity
GO:0052866	phosphatidylinositol phosphate phosphatase activity
GO:0052885	all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity
GO:0052905	tRNA (guanine(9)-N(1))-methyltransferase activity
GO:0052907	23S rRNA (adenine(1618)-N(6))-methyltransferase activity
GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity
GO:0055056	D-glucose transmembrane transporter activity
GO:0055077	gap junction hemi-channel activity
GO:0055105	ubiquitin-protein transferase inhibitor activity
GO:0060072	large conductance calcium-activated potassium channel activity
GO:0060090	molecular adaptor activity
GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity
GO:0061133	endopeptidase activator activity
GO:0061507	cyclic-GMP-AMP binding
GO:0061513	glucose 6-phosphate:inorganic phosphate antiporter activity
GO:0061547	glycogen synthase activity, transferring glucose-1-phosphate
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity
GO:0061578	Lys63-specific deubiquitinase activity
GO:0061598	molybdopterin adenylyltransferase activity
GO:0061599	molybdopterin molybdotransferase activity
GO:0061604	molybdopterin-synthase sulfurtransferase activity
GO:0061605	molybdopterin-synthase adenylyltransferase activity
GO:0061608	nuclear import signal receptor activity
GO:0061629	RNA polymerase II sequence-specific DNA-binding transcription factor binding
GO:0061630	ubiquitin protein ligase activity
GO:0061631	ubiquitin conjugating enzyme activity
GO:0061649	ubiquitin modification-dependent histone binding
GO:0061654	NEDD8 conjugating enzyme activity
GO:0061656	SUMO conjugating enzyme activity
GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity
GO:0061712	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
GO:0061733	peptide-lysine-N-acetyltransferase activity
GO:0061749	forked DNA-dependent helicase activity
GO:0061750	acid sphingomyelin phosphodiesterase activity
GO:0061821	telomeric D-loop binding
GO:0061929	gamma-glutamylaminecyclotransferase activity
GO:0061953	mRNA (adenine-N1-)-methyltransferase activity
GO:0070006	metalloaminopeptidase activity
GO:0070008	serine-type exopeptidase activity
GO:0070012	oligopeptidase activity
GO:0070016	armadillo repeat domain binding
GO:0070034	telomerase RNA binding
GO:0070037	rRNA (pseudouridine) methyltransferase activity
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
GO:0070051	fibrinogen binding
GO:0070052	collagen V binding
GO:0070064	proline-rich region binding
GO:0070095	fructose-6-phosphate binding
GO:0070097	delta-catenin binding
GO:0070140	SUMO-specific isopeptidase activity
GO:0070180	large ribosomal subunit rRNA binding
GO:0070181	small ribosomal subunit rRNA binding
GO:0070182	DNA polymerase binding
GO:0070186	growth hormone activity
GO:0070224	sulfide:quinone oxidoreductase activity
GO:0070260	5'-tyrosyl-DNA phosphodiesterase activity
GO:0070273	phosphatidylinositol-4-phosphate binding
GO:0070287	ferritin receptor activity
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0070300	phosphatidic acid binding
GO:0070324	thyroid hormone binding
GO:0070325	lipoprotein particle receptor binding
GO:0070330	aromatase activity
GO:0070336	flap-structured DNA binding
GO:0070337	3'-flap-structured DNA binding
GO:0070402	NADPH binding
GO:0070403	NAD+ binding
GO:0070404	NADH binding
GO:0070412	R-SMAD binding
GO:0070491	repressing transcription factor binding
GO:0070492	oligosaccharide binding
GO:0070513	death domain binding
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
GO:0070538	oleic acid binding
GO:0070548	L-glutamine aminotransferase activity
GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA
GO:0070567	cytidylyltransferase activity
GO:0070569	uridylyltransferase activity
GO:0070577	lysine-acetylated histone binding
GO:0070579	methylcytosine dioxygenase activity
GO:0070611	histone methyltransferase activity (H3-R2 specific)
GO:0070612	histone methyltransferase activity (H2A-R3 specific)
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity
GO:0070628	proteasome binding
GO:0070644	vitamin D response element binding
GO:0070679	inositol 1,4,5 trisphosphate binding
GO:0070694	deoxyribonucleoside 5'-monophosphate N-glycosidase activity
GO:0070697	activin receptor binding
GO:0070698	type I activin receptor binding
GO:0070700	BMP receptor binding
GO:0070728	leucine binding
GO:0070733	protein adenylyltransferase activity
GO:0070736	protein-glycine ligase activity, initiating
GO:0070738	tubulin-glycine ligase activity
GO:0070740	tubulin-glutamic acid ligase activity
GO:0070742	C2H2 zinc finger domain binding
GO:0070773	protein-N-terminal glutamine amidohydrolase activity
GO:0070815	peptidyl-lysine 5-dioxygenase activity
GO:0070840	dynein complex binding
GO:0070883	pre-miRNA binding
GO:0070888	E-box binding
GO:0070890	sodium-dependent L-ascorbate transmembrane transporter activity
GO:0070891	lipoteichoic acid binding
GO:0070905	serine binding
GO:0070915	lysophosphatidic acid receptor activity
GO:0070976	TIR domain binding
GO:0070991	medium-chain-acyl-CoA dehydrogenase activity
GO:0070996	type 1 melanocortin receptor binding
GO:0071164	RNA trimethylguanosine synthase activity
GO:0071207	histone pre-mRNA stem-loop binding
GO:0071209	U7 snRNA binding
GO:0071253	connexin binding
GO:0071558	histone demethylase activity (H3-K27 specific)
GO:0071566	UFM1 activating enzyme activity
GO:0071567	UFM1 hydrolase activity
GO:0071568	UFM1 transferase activity
GO:0071796	K6-linked polyubiquitin modification-dependent protein binding
GO:0071885	N-terminal protein N-methyltransferase activity
GO:0071889	14-3-3 protein binding
GO:0071916	dipeptide transmembrane transporter activity
GO:0071933	Arp2/3 complex binding
GO:0071949	FAD binding
GO:0072320	volume-sensitive chloride channel activity
GO:0072345	NAADP-sensitive calcium-release channel activity
GO:0072542	protein phosphatase activator activity
GO:0072544	L-DOPA binding
GO:0072545	tyrosine binding
GO:0072572	poly-ADP-D-ribose binding
GO:0072587	DNA topoisomerase (ATP-hydrolyzing) activator activity
GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity
GO:0072591	citrate-L-glutamate ligase activity
GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
GO:0080048	GDP-D-glucose phosphorylase activity
GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity
GO:0080122	AMP transmembrane transporter activity
GO:0080130	L-phenylalanine:2-oxoglutarate aminotransferase activity
GO:0080132	fatty acid alpha-hydroxylase activity
GO:0090482	vitamin transmembrane transporter activity
GO:0090599	alpha-glucosidase activity
GO:0097001	ceramide binding
GO:0097016	L27 domain binding
GO:0097020	COPII adaptor activity
GO:0097027	ubiquitin-protein transferase activator activity
GO:0097108	hedgehog family protein binding
GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process
GO:0097157	pre-mRNA intronic binding
GO:0097177	mitochondrial ribosome binding
